Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
GNN,0.9699680511182108,0.6759673835938315,17.17337997416336,16.74621036769895,3.3526337634952754,1.0324637269920716,0.0
GNN+LSTM(3),0.9849404589021202,0.7267130773662579,15.510978031800576,15.234868152547259,4.743849635643562,1.032462384357871,0.0
GNN+LSTM(5),0.9424048794655824,0.6413202615429688,19.687300587236198,19.053109234426742,4.7789124773575615,1.0324251265299391,0.0
GNN+LSTM(10),0.9701713621841417,0.6717118284801322,16.77785444428255,16.454871229300252,5.003026883476805,1.0322836810745801,0.0
GNN+LSTM(20),0.9742811501597444,0.6538641462364713,16.809769807673458,16.37378331097428,5.592086863593933,1.0320173746009906,0.0
GNN+LSTM(30),0.9857391809468486,0.7281365459532729,15.467636401905885,15.214264306388344,6.151464876656334,1.031917064856923,0.0
GNN+Trans(3),0.9608190531513215,0.6777659690285454,17.48922927843393,17.00130254217321,5.46859301975083,1.032462384357871,0.0
GNN+Trans(5),0.9790880046471101,0.6727789975842399,16.55516933800973,16.23809497999573,5.587768149590582,1.0324251265299391,0.0
GNN+Trans(10),0.9690967179785072,0.6818214913420813,17.292824799070978,16.876607543500263,5.75074581361738,1.03228368107458,0.0
GNN+Trans(20),0.9617049085100203,0.6520243876478934,17.664682371359607,17.181215870166238,6.5135081389806935,1.0320173746009904,0.0
GNN+Trans(30),0.9644060412431019,0.6530395992633758,17.449535952994182,16.985777868423718,7.038628518356337,1.0319170648569225,0.0
