Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.9399433191631241,0.7564768110875583,16.481371424863372,15.549638877127014,2.9552781681408615,18.081816931994943,3.309924198278979
GNN+LSTM(3),0.9394647378950461,0.7638401276846283,16.31152069342058,15.500439800854199,2.10879729186032,14.861147520505117,4.301359046204945
GNN+LSTM(10),0.9257216271697691,0.7277289019767067,16.940492593401647,15.472848386838223,5.891232394853827,20.00105088871663,4.869134737574305
GNN+LSTM(20),0.933634760211652,0.7435965151828721,16.496116738965,15.29362084772111,4.375468502734668,16.98849281523245,5.621886269243121
GNN+LSTM(30),0.9339629221476697,0.7591466142393584,16.701512390245636,15.805319288850814,2.591060633308894,15.629115778334304,6.243913158206876
GNN+Trans(3),0.9187593558947383,0.7024366779781396,17.08071080624147,15.218809745158707,8.14939163972863,16.38010874117331,5.8486973346755775
GNN+Trans(10),0.9121758438185145,0.6901256251938597,17.27990665078557,15.136007737610385,9.64422717389799,19.549786230443576,5.786454725952935
GNN+Trans(20),0.922142277219407,0.7040767612032427,16.8513698183325,14.972533286025113,8.269246786418279,17.732729852093335,6.441052348077778
GNN+Trans(30),0.9260674878290346,0.7467366645543738,16.87671491600727,15.756751240517742,3.6147578402755682,13.19057873549492,6.746071479692137
Random,0.9016077170418006,0.6866978193856103,18.93242469498382,17.38967043921737,7.052544017745737,33.55468444648183,0.008737497185596427
Greedy,0.9955990973944975,0.8256944804075301,12.369672218241544,12.305071471878659,0.0,27.50954453532174,0.1649611915703219
Lowest Utilization First,0.9469368876928899,0.7624476998344865,17.273147712258197,16.894417357918737,0.0,37.128931011263106,0.1478329793588635
