Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.8310305452469312,0.4212456943982983,26.267133774363252,22.184079733870032,0.007747426361075272,20.414956979930565,6.480159862974594
All-Cloud,0.19577504995717956,-0.8553485491685757,113.90904365721944,118.03981312741357,0.0008036741147271367,0.0,100.0
All-Local,0.8426491578646874,0.45488506375165494,33.63499284363109,20.67190921058663,0.12637070849933454,16.089220215075073,19.725949186411647
Lowest Utilization First,0.8799600342563517,0.525231316457511,19.966851068567227,20.11927061522389,0.13948314502312054,22.131238331785436,0.0
GNN,0.9512132457893234,0.6619848576102059,16.603666251746453,16.628328640930594,2.64237961563559,22.131238331785426,0.0
GNN+LSTM(3),0.8956323151584357,0.56708265503931,18.276891513763633,18.38154693729585,3.6889229915225776,22.13123833178543,0.0
GNN+LSTM(10),0.9648015986297459,0.6868489026562484,16.398002436420757,16.3777937116918,4.144805375419614,22.12892041929143,0.0
GNN+LSTM(20),0.9625463888095918,0.6794432095583217,16.515826773510778,16.480137342960557,4.7716086774494455,22.122720102005538,0.0
GNN+LSTM(30),0.9649443334284898,0.6897195970289126,16.142373079702498,16.093415967183955,5.360816690944244,22.121410290895014,0.0
