Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.9839166526445678,0.7224726802449699,15.012985128612467,14.724611481658133,0.5464708826964793,5.541804471289864,3.241202001000374
GNN+LSTM(3),0.9708338561490094,0.7154935636834829,15.549252645715093,14.981069922783684,1.6328618634811343,5.234292292887946,4.634088157745475
GNN+LSTM(5),0.9688873435326842,0.7035828618320702,15.971047402155765,15.400971538427122,1.4524137931034484,7.084702393847496,4.743350847836198
GNN+LSTM(10),0.9809069212410502,0.7238729546166749,14.932197128496906,14.475716135739738,1.4879098672645987,4.599511763448896,4.9203362329144555
GNN+LSTM(20),0.9727963504568926,0.716837411709057,15.19646058049588,14.585398750566599,1.905330206352951,5.012572036459411,5.550386638966656
GNN+LSTM(30),0.9810491164602755,0.7182047387980994,14.86542895418127,14.44539549776202,1.2156754519111357,5.744743229567102,7.4061553198929015
GNN+Trans(3),0.9797565770212054,0.721338801121474,14.858573647457828,14.364677491429198,1.6204183776459689,4.48877195670708,6.158142108831003
GNN+Trans(5),0.974019471488178,0.7179192256645899,15.204685283921496,14.637378562569197,1.700689655172414,4.883401426704151,6.302005889497954
GNN+Trans(10),0.963042052226828,0.6798633312302639,16.047906749854686,15.176180428677798,3.1336073855693503,7.386227635180089,5.813949708616919
GNN+Trans(20),0.9317809714389667,0.6665501639262255,17.971127354294694,17.132808064964983,1.6680312513009812,8.931320975991044,6.27743203125072
GNN+Trans(30),0.9478641992486434,0.6879795637228184,16.790149448595905,15.872893135635923,2.8715330481578585,6.9690253435575364,6.728389984626713
Random,0.9023720839051167,0.6189715346907401,19.547656759258558,18.13499816964449,5.307301358069264,12.935203966032446,0.008553547109246376
Greedy,0.9963987789609915,0.7979177882616562,12.103055004544617,12.027883640154462,0.0,6.245124836347542,0.1642287350370084
Lowest Utilization First,0.9489920801271681,0.6737884519297573,17.93002305627897,17.49478539399085,0.0,14.210272441405857,0.14242973991737906
