Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.8314830690098586,0.4085164832102994,26.184390384724548,21.883029706558087,0.015552298718477115,20.168316457505217,6.91598799828547
All-Cloud,0.19537791113016145,-0.8558662823051344,113.55075731221577,117.69695308444872,0.0016874033206700427,0.0,100.0
All-Local,0.8094156308044006,0.3723116296629497,38.292863327360784,22.52274953198366,0.2545547989508581,14.496726188020629,24.742106015145023
Lowest Utilization First,0.8808686955279326,0.5105505706334373,19.62639436224537,19.821611630818424,0.2791495847095675,22.0069333203666,0.0
GNN,0.9601228746963852,0.6598891506568237,16.28919615987866,16.301038854464704,4.846386673416746,22.0069333203666,0.0
GNN+LSTM(3),0.9686740962994713,0.6702748336118862,16.38944429539749,16.38988701270629,7.0029907029668745,22.006769630014546,0.0
GNN+LSTM(10),0.9641020145735105,0.6703976478229494,16.036812219626707,16.04515603522467,7.879383454307146,22.00442176444758,0.0
GNN+LSTM(20),0.9669238462637519,0.673793602841663,16.06373311157701,16.053957946426483,9.053178815641374,22.00167512659073,0.0
GNN+LSTM(30),0.9236319474210601,0.6083680990053139,16.66075437852312,16.68435594997861,10.044765283353227,21.999539281377277,0.0
GNN+Trans(3),0.9291613087583941,0.6102210523745161,16.777957139170777,16.873012817016487,8.071475073957055,22.006769630014546,0.0
GNN+Trans(10),0.9514144877839691,0.6477767909306876,16.415337116748834,16.43294628160821,8.946991176294555,22.004421764447585,0.0
GNN+Trans(20),0.9699671381625946,0.6779069509535943,15.962639019019816,15.964966568946483,10.527502412301402,22.00167512659072,0.0
GNN+Trans(30),0.9591084440634376,0.6592809866443002,16.40941604892805,16.43820815982185,11.610716202375224,21.999539281377285,0.0
