id,x_coord,y_coord,home_compute_node_id,home_x_coord,home_y_coord,assigned_compute_node_id,assigned_x_coord,assigned_y_coord
******会展中心西北角绿化带通信杆,114.05409,22.53307,******滨河彩田立交自建机房,114.05942,22.53544,******滨河彩田立交自建机房,114.05942,22.53544
******JG综合楼宿舍楼,114.082277,22.560222,******华富,114.076652,22.560137,******华富,114.076652,22.560137
******皇岗检测,114.06828,22.52558,******皇城广场,114.07276,22.52396,******石厦北五街**机场石厦北住宅楼,114.04646,22.53292
******嘉麟豪庭裙楼,114.06391,22.53961,******彩田J,114.06039,22.53984,******新岗厦,114.05621,22.54301
******经贸中心,114.06061,22.54472,******金田立交自建机房,114.05445,22.54691,******金地中心塔二,114.057001,22.544666
******景莲小学,114.04523,22.55947,********莲花梅富村A,114.032133,22.564577,******梅富村,114.03221,22.56411
******景田东,114.036849,22.559427,******莲花地震局自建机房,114.04171,22.55442,******深纺大厦,114.0771545,22.55016708
******景田酒店J,114.04257,22.55472,********莲花梅富村A,114.032133,22.564577,********莲花梅富村A,114.032133,22.564577
******景新,114.05242,22.55972,******莲花大厦,114.061827,22.554597,******万佳三店,114.06062,22.54987
******1号九方购物中心东座,114.08009,22.54311,******城市大厦J,114.06857,22.54706,******城市大厦J,114.06857,22.54706
******彩田学校中学部北面北环冬瓜岭天桥下绿化带,114.06011,22.56404,******北环彩田立交自建机房,114.05746,22.57116,******怡色家园,114.05871,22.56706
******丽中小学教学楼A座,114.06434,22.52625,******银庄大厦银月阁,114.05647,22.52741,**********水围村117号私宅,114.05492,22.52534
******荔园外国语小学楼,114.0405292,22.54349493,******世纪豪庭,114.01273,22.54024,******新新家园J,114.04504,22.52431
******华富街道莲花二村47栋,114.06767,22.55168,******园心苑J,114.065724,22.55496,******园心苑J,114.065724,22.55496
******莲花北中心广场北新建的35米美化树,114.04784,22.55983,********莲花梅富村A,114.032133,22.564577,******绿景虹湾D座,114.03171,22.56658
******莲花大厦,114.066827,22.549597,******园心苑J,114.065724,22.55496,******笔架山公园自建机房,114.06894,22.57223
******莲花山公园管理处停车场东南角,114.060082,22.549844,********莲花梅富村A,114.032133,22.564577,********莲花梅富村A,114.032133,22.564577
******景田路6号莲花街道办事处,114.04201,22.54561,********莲花瑞达苑A,114.03751,22.548692,********莲花瑞达苑A,114.03751,22.548692
******莲花山北,114.057568,22.559894,******笔架山公园自建机房,114.06894,22.57223,******公交大厦,114.05752,22.56507
******莲花莲花山公园山顶,114.05685,22.55503,******笔架山公园自建机房,114.06894,22.57223,******笔架山公园自建机房,114.06894,22.57223
******莲花西北,114.04969,22.55759,******第一世界,114.04026,22.55405,******莲花地震局自建机房,114.04171,22.55442
******莲花正门,114.05091,22.552228,******第一世界,114.04026,22.55405,******布尾村,114.03536,22.56242
******莲一村,114.07038,22.54838,******城市大厦J,114.06857,22.54706,******深南皇岗立交桥自建机房,114.06608,22.54646
******龙秋,114.041933,22.522508,********福保益田名园A,114.04272,22.52348,******石厦股份,114.04414,22.52669
******金地名轩,114.0366563,22.52227264,******沙嘴三坊J,114.02876,22.52209,******香蜜公园自建机房,114.01267,22.55694
******梅富村,114.03721,22.55911,******布尾村二,114.03406,22.56355,******迷你新居,114.03806,22.56824
******梅林,114.049777,22.564666,******绿景虹湾D座,114.03171,22.56658,******梅富村,114.03221,22.56411
******迷你新居,114.04306,22.56324,********梅林碧华庭居A,114.042652,22.56855,******怡景中心,114.05201,22.54188
******康美药业股份有限公司办公楼,114.04229,22.56344,********梅林碧华庭居A,114.042652,22.56855,******会展中心一,114.04868,22.53467
******瑞和园瑞馨阁,114.05296,22.52433,******新洲中心村J,114.04081,22.52981,******沙嘴三坊J,114.02876,22.52209
******润鹏花园,114.06121,22.55996,******莲花山公园自建机房,114.05575,22.56402,******北环彩田立交自建机房,114.05746,22.57116
******三洋,114.082737,22.541568,******华强茂业J,114.0781001,22.5515901,******华强茂业J,114.0781001,22.5515901
******上围村,114.05691,22.52589,******银庄大厦银月阁,114.05647,22.52741,******艺校,114.08429,22.55802
******三龙花园一栋,114.05797,22.52801,******银庄大厦银月阁,114.05647,22.52741,**********水围村117号私宅,114.05492,22.52534
******深南大道与金田路交汇东南角绿化带自建机房,114.06011,22.54013,******滨河金田立交桥自建机房,114.05491,22.53541,******会展中心八,114.054501,22.53577
******石化,114.078523,22.546707,******长泰花园A栋,114.07916,22.55775,******长泰花园A栋,114.07916,22.55775
******石厦北宿舍,114.04745,22.52667,******滨河新洲立交自建机房,114.03819,22.56762,********科技广场J,114.06256,22.54801
**********妇幼保健院,114.04519,22.51959,******新新家园J,114.04504,22.52431,******新天世纪商务中心,114.045309,22.527388
******石厦村大楼,114.04933,22.52171,******新港商城,114.048916,22.530264,******星河中心A栋,114.05382,22.53961
******石厦文化,114.060093,22.523315,******银庄大厦银月阁,114.05647,22.52741,******新光大厦,114.037555,22.536611
******市民西,114.05366,22.54466,******金田立交自建机房,114.05445,22.54691,******国际商会,114.0431001,22.54273
******香蜜新村东**1栋,114.03998,22.54752,******第一世界,114.04026,22.55405,******第一世界,114.04026,22.55405
******福保街道办水围村121栋,114.05981,22.52041,******骏皇名居J,114.055363,22.521811,******皇岗边检生活**15栋,114.07283,22.53277
******嘉意台小**嘉景阁楼梯间顶,114.06198,22.52068,********福保益田名园A,114.04272,22.52348,********福保益田名园A,114.04272,22.52348
******笋西,114.07914,22.55991,******银华大厦,114.07745,22.56291,******长泰花园A栋,114.07916,22.55775
******特**报社,114.044957,22.54144,******江胜大厦J,114.047314,22.550146,******怡色家园,114.05871,22.56706
******天健,114.04508,22.5531001,******第一世界,114.04026,22.55405,******财政局,114.03825,22.55323
******天健公寓,114.03967,22.55028,******第一世界,114.04026,22.55405,******银庄大厦银月阁,114.05647,22.52741
******田面,114.07172,22.54547,******城市大厦J,114.06857,22.54706,******城市大厦J,114.06857,22.54706
******城市绿洲花园绿菌阁,114.07281,22.54346,******城市大厦J,114.06857,22.54706,******城市大厦J,114.06857,22.54706
******通化,114.083371,22.536979,******BF大厦J,114.07557,22.54155,******八卦工业,114.09266,22.56552
******投资,114.04984,22.53946,******免税大厦,114.047833,22.54301,********梅林碧华庭居A,114.042652,22.56855
******新万佳,114.083901,22.5465401,******千千汇,114.08161,22.55121,******新万佳,114.078901,22.5515401
******皇岗北路西侧万科地产,114.06863,22.55972,******笔架山公园自建机房,114.06894,22.57223,******华强茂业J,114.0781001,22.5515901
******围面,114.040611,22.564388,******绿景虹湾D座,114.03171,22.56658,******公交大厦,114.05752,22.56507
******围面村109号,114.04059,22.56202,******围面村109号,114.03559,22.56702,******围面村109号,114.03559,22.56702
********高尔夫别墅北绿化带35米通信杆,114.04122,22.53932,******江胜大厦J,114.047314,22.550146,******市民西,114.04866,22.54966
******市政大厦J,114.03701,22.54676,******市政大厦J,114.03201,22.55176,******市政大厦J,114.03201,22.55176
******天健大厦,114.044283,22.547601,******第一世界,114.04026,22.55405,******长泰花园A栋,114.07916,22.55775
******新岗厦,114.06121,22.53801,******新岗厦,114.05621,22.54301,******财富大厦,114.055814,22.539027
******新洲,114.04551,22.53331,******城中雅苑J,114.04021,22.53634,******城中雅苑J,114.04021,22.53634
******新洲村,114.04311,22.52661,******城中雅苑J,114.04021,22.53634,******兰亭居停车场,114.06283,22.52939
******新洲红荔,114.04651,22.54931,******莲花地震局自建机房,114.04171,22.55442,******世纪豪庭,114.01273,22.54024
******新洲南,114.043708,22.523975,******益田中心广场,114.04108,22.520094,******石厦北宿舍,114.04245,22.53167
******特警大队,114.04088,22.52485,********福保益田名园A,114.04272,22.52348,******天安二J,114.060827,22.543376
******信托花园1栋,114.049795,22.528713,******滨河新洲立交自建机房,114.03819,22.56762,******迷你新居,114.03806,22.56824
******美化树,114.053086,22.520495,******石厦股份,114.04414,22.52669,******石厦股份,114.04414,22.52669
******怡景中心,114.05701,22.53688,******免税大厦,114.047833,22.54301,******皇岗吉龙二村57栋,114.04984,22.53049
******信息大厦C附楼,114.06064,22.54218,******信息大厦C附楼,114.05564,22.54718,******围面,114.035611,22.569388
******益田,114.047043,22.523317,******益田,114.042043,22.528317,******益田,114.042043,22.528317
******深业上城购物中心东侧楼,114.06704,22.55666,******林园路J,114.06485,22.57455,******九星彩印大楼,114.06351,22.57036
******振中路二,114.08183,22.54324,******振中路二,114.07683,22.54824,******振中路二,114.07683,22.54824
******中心书城,114.05588,22.54744,******第一世界,114.04026,22.55405,******投资,114.04484,22.54446
******皇岗路与笋岗路交汇处,114.070206,22.555353,******笔架山公园自建机房,114.06894,22.57223,******九星彩印大楼,114.06351,22.57036
******众孚小学,114.04683,22.52105,********福保益田名园A,114.04272,22.52348,******新美域,114.035333,22.527444
******宝华,114.08311,22.54244,******华强茂业J,114.0781001,22.5515901,******新万佳,114.078901,22.5515401
******北环新洲,114.04211,22.56191,******梅林,114.044777,22.569666,******景田天健,114.026301,22.56001
******笔架山公园里面,114.08353,22.56231,******银华大厦,114.07745,22.56291,******市二医院,114.07764,22.56361
******滨河新洲,114.04691,22.52971,******滨河彩田立交自建机房,114.05942,22.53544,******滨河彩田立交自建机房,114.05942,22.53544
******布尾村二,114.03906,22.55855,******布尾村二,114.03406,22.56355,******万佳三店,114.06062,22.54987
******二号福景外国语学校福景学生公寓,114.04175,22.55932,********莲花梅富村A,114.032133,22.564577,******深勘大厦,114.08742,22.55366
********街道金田路与福华路交界处监控杆,114.06047,22.53571,******中洲大厦,114.05569,22.54291,******新岗厦,114.05621,22.54301
******财富大厦,114.060814,22.534027,******财富大厦,114.055814,22.539027,********莲花梅富村A,114.032133,22.564577
******财贸,114.08206,22.537273,******财贸,114.07706,22.542273,******华富,114.076652,22.560137
********图书,114.04261,22.55191,******深财政局,114.03775,22.55769,******益田,114.042043,22.528317
******财政局,114.04325,22.54823,******天健大厦,114.039283,22.552601,******凤凰大厦,114.05661,22.54686
******彩福大厦,114.06447,22.53653,******彩新一佳,114.05941,22.54223,******星河世纪,114.05938,22.54302
******彩田福华,114.06471,22.53308,******彩田J,114.06039,22.53984,******金地翠园,114.046247,22.529965
******中深花园,114.06574,22.53229,******中深大厦,114.060611,22.536888,******滨河彩田立交自建机房,114.05942,22.53544
******北环边上彩田村彩田公园阳光草坪旁边,114.06194,22.56346,******怡色家园,114.05871,22.56706,******怡色家园,114.05871,22.56706
******高级技工学校东校**,114.065615,22.526555,******皇岗上围J,114.05478,22.53384,******维也纳酒店,114.04021,22.53081
******城中雅苑嘉华阁9栋,114.04917,22.53201,******城中雅苑,114.0440386,22.5372559,******城中雅苑,114.0440386,22.5372559
******赤尾二坊,114.082102,22.532369,******赤尾二坊,114.077102,22.537369,******赤尾二坊,114.077102,22.537369
******大中华国际交易广场西侧,114.05855,22.53752,******大中华,114.05451,22.54106,******大中华,114.05451,22.54106
******东方玫瑰园15栋,114.03853,22.54036,******东方玫瑰,114.03283,22.54606,******香蜜湖1号公交站东边旁绿化带,114.03272,22.54378
******石厦东村270栋,114.04844,22.52184,******石厦东,114.04339,22.52717,******新新家园J,114.04504,22.52431
******福滨新村8栋二单元,114.07553,22.53136,******福滨苑,114.06951,22.53781,******高训大厦,114.0606001,22.532001
******福华村34栋东侧,114.06767,22.53553,******特**证券,114.0623146,22.535577,******爱地大厦,114.06141,22.53418
********街道中心二路COCOPARK三楼空调室外机旁边,114.05166,22.53441,******购物公园,114.04533,22.53966,******购物公园,114.04533,22.53966
******皇岗路皇岗南立交北侧绿化带25米联通仿生树,114.07069,22.53443,******福新,114.06577,22.54129,******高训大厦,114.0606001,22.532001
******福民新村22栋,114.06696,22.52364,******皇庭居,114.05982,22.52945,******皇庭居,114.05982,22.52945
******福南小学教学楼,114.07803,22.53044,******滨河皇岗立交桥自建机房,114.06976,22.53517,******滨河皇岗立交桥自建机房,114.06976,22.53517
******福宁牛巷,114.078111,22.531888,******福宁牛巷,114.073111,22.536888,******福宁牛巷,114.073111,22.536888
******福涛东园小**,114.06312,22.52255,******福人人乐,114.05727,22.52827,******宣嘉华庭,114.05891,22.52577
********街道百合路中段新建监控杆,114.07133,22.52455,******爱地,114.067959,22.530981,********科技广场J,114.06256,22.54801
******滨河大道辅道转海田路路口监控杆,114.06265,22.53001,******宣嘉华庭,114.05891,22.52577,******福人人乐,114.05727,22.52827
********科技广场J,114.06756,22.54301,********科技广场J,114.06256,22.54801,******深大村,114.06236,22.54289
********大厦,114.079012,22.540288,********大厦,114.074012,22.545288,********大厦,114.074012,22.545288
********街道皇岗路北行与福港路交汇处的北方向靠近天桥底下新立抱杆,114.06929,22.52775,******高训大厦,114.0606001,22.532001,******爱地大厦,114.06141,22.53418
******福华四路与**路交界交界,114.05011,22.53156,******免税大厦,114.047833,22.54301,******信息枢纽大厦,114.04701,22.541611
********村牛巷坊6号私宅,114.07652,22.53317,******福滨苑,114.06951,22.53781,******福滨苑,114.06951,22.53781
******贝底田坊24号楼,114.07855,22.53537,******环庆花园J,114.07061,22.54038,********村祠堂坊26号私宅,114.07072,22.54028
******文化楼,114.07617,22.53705,******环庆花园J,114.07061,22.54038,******福宁牛巷,114.073111,22.536888
******皇岗海关生活****口岸医院门口右侧人行道新立杆,114.07665,22.52904,******福宁牛巷,114.073111,22.536888,******福运,114.06966,22.53411
********工商物价大厦,114.04191,22.53024,******新光大厦,114.037555,22.536611,******新光大厦,114.037555,22.536611
********街道民田路**cocopark购物广场中间天桥,114.05057,22.53435,******购物公园,114.04533,22.53966,******购物公园,114.04533,22.53966
******购物公园广场新立杆1,114.05071,22.53587,******购物公园,114.04533,22.53966,******购物公园,114.04533,22.53966
********国土,114.03872,22.54168,******江胜大厦J,114.047314,22.550146,******江胜大厦J,114.047314,22.550146
******皇岗口岸2号查验台正对面新立6米杆,114.07408,22.52691,******福保新桂花村A,114.05856,22.52112,******福保新桂花村A,114.05856,22.52112
********街道皇岗村北门附近新立杆,114.05585,22.52907,********花园,114.03973,22.52282,******新洲妇幼,114.04049,22.52461
******中心五路和福华路的墙壁上,114.05781,22.53521,******财富大厦,114.055814,22.539027,******阳光华苑,114.04789,22.53093
******皇庭广场东南方向路边草埔监控杆,114.05765,22.53401,******金中环,114.05422,22.54013,******金中环,114.05422,22.54013
********街道会展中心往东礼门靠近福华三路的士亭旁边新建立杆,114.05714,22.53252,******星河中心A栋,114.05382,22.53961,******金中环,114.05422,22.54013
********街道会展中心北广场靠福华三路新建立杆,114.05644,22.53316,******星河中心A栋,114.05382,22.53961,******金中环,114.05422,22.54013
******会展中心地下隧道靠福华三路辅道入口处,114.05529,22.53182,******星河中心A栋,114.05382,22.53961,******星河中心A栋,114.05382,22.53961
******会展中心地下隧道靠福华三路辅道入口处1,114.05533,22.53185,******星河中心A栋,114.05382,22.53961,******石厦北五街**机场石厦北住宅楼,114.04646,22.53292
********街道会展中心靠东地下隧道靠福华三路辅道入口处新立杆,114.05794,22.53191,******星河中心A栋,114.05382,22.53961,******大中华,114.05451,22.54106
******新沙路56号3栋,114.03941,22.53037,******景达轩,114.04371,22.53462,******景达轩,114.04371,22.53462
******绿洲花园5栋二单元北面绿化带新立杆,114.037866,22.523563,******好景豪园,114.02701,22.52411,******皇庭居,114.05982,22.52945
******绿洲花园7栋一单元外绿化带新立杆,114.037715,22.523355,******好景豪园,114.02701,22.52411,******好景豪园,114.02701,22.52411
********村牛巷坊119**1栋,114.07678,22.53411,********村祠堂坊26号私宅,114.07072,22.54028,******福宁牛巷,114.073111,22.536888
******深南大道辅道,114.04965,22.54132,********莲花瑞达苑A,114.03751,22.548692,******东方玫瑰,114.03283,22.54606
******深南新洲立交桥洞10米杆,114.04727,22.54118,********莲花瑞达苑A,114.03751,22.548692,********莲花瑞达苑A,114.03751,22.548692
******深南新洲立交桥洞监控杆1,114.04738,22.54117,********莲花瑞达苑A,114.03751,22.548692,********福保益田名园A,114.04272,22.52348
********深南新洲立交桥洞路新建10米杆,114.04612,22.53867,******免税大厦,114.047833,22.54301,******财贸,114.07706,22.542273
******沙头街道深南新洲立交桥洞路监控杆1,114.04616,22.53874,******免税大厦,114.047833,22.54301,******中级法院,114.05581,22.56391
******福保街道石厦北八街与石厦北三街交界处监控杆旁的新立杆,114.05146,22.52793,******石厦北宿舍,114.04245,22.53167,******石厦北宿舍,114.04245,22.53167
******福保街道石厦北七街靠近星座传奇处监控杆新立抱杆,114.05215,22.52703,******石厦北宿舍,114.04245,22.53167,******石厦北宿舍,114.04245,22.53167
********人民法院门口旁灯杆,114.05006,22.52138,******新新家园J,114.04504,22.52431,******彩田新村,114.05162,22.56922
******市民广场南广场东南边监控杆,114.057717,22.538627,******中洲大厦,114.05569,22.54291,******中洲大厦,114.05569,22.54291
******水围六街与水围七街路口处监控杆,114.05935,22.52061,******水围村,114.05489,22.52697,******水围村,114.05489,22.52697
********街道福华路怡景中心城东边墙绿化带内新建杆1,114.05737,22.53565,******怡景中心,114.05201,22.54188,******华强红荔,114.078148,22.553843
********街道福华路怡景中心城西边墙绿化带内YJZXC02新建杆,114.05587,22.53574,******怡景中心,114.05201,22.54188,******怡景中心,114.05201,22.54188
********街道福华路怡景中心城西边墙绿化带内新建杆,114.05743,22.53738,******怡景中心,114.05201,22.54188,******平安大厦J,114.04788,22.53905
******中心**中轴线北中轴乐园立杆,114.05601,22.54828,******中心书城,114.05088,22.55244,******中心书城,114.05088,22.55244
******中心书城南**5号梯旁墙上立杆,114.05589,22.54635,******中心书城,114.05088,22.55244,******新新家园J,114.04504,22.52431
******中心书城南**东侧中间抽风柱墙上立杆,114.05691,22.54651,******中心书城,114.05088,22.55244,******中心书城,114.05088,22.55244
********中学女生宿舍楼,114.07555,22.53815,******深南皇岗立交桥自建机房,114.06608,22.54646,******深南皇岗立交桥自建机房,114.06608,22.54646
******滨河酒楼,114.07886,22.52963,******福运,114.06966,22.53411,******皇岗边检生活**15栋,114.07283,22.53277
******福星路赤尾坊16至3号私宅,114.08007,22.53345,******环庆花园J,114.07061,22.54038,********村祠堂坊26号私宅,114.07072,22.54028
******中银大厦新华阁,114.06431,22.54851,******中银C,114.05924,22.55363,******经贸中心,114.05561,22.54972
******中银花园新华阁,114.06231,22.54789,******中银C,114.05924,22.55363,******滨河金田立交桥自建机房,114.05491,22.53541
******岗厦村东四坊36号私宅,114.06536,22.53822,******天安二J,114.060827,22.543376,******新天世纪商务中心,114.045309,22.527388
******卓越世纪中心3栋,114.06226,22.53191,******卓越世纪一,114.05657,22.53686,******卓越世纪一,114.05657,22.53686
******工发路,114.08019,22.54739,******工发路,114.07519,22.55239,******工发路,114.07519,22.55239
******公交大厦裙楼5层,114.06251,22.56011,******公交大厦,114.05752,22.56507,******东景大厦1栋,114.04002,22.54769
******笔架山六,114.07154,22.56131,******林园路J,114.06485,22.57455,******怡色家园,114.05871,22.56706
******益田路与福民路交叉口共和家园祥和庭,114.05577,22.52195,******共和世家,114.049777,22.527722,******银庄大厦银月阁,114.05647,22.52741
******中医院门诊部,114.040054,22.559532,******莲花地震局自建机房,114.04171,22.55442,******莲花大厦,114.061827,22.554597
******国际文化J,114.07439,22.54022,******格兰情天,114.07106,22.54518,********医院,114.07091,22.54502
******海关科技大厦,114.06306,22.54258,******海关科技,114.0577001,22.5476001,******海关科技,114.0577001,22.5476001
******交通银行,114.082201,22.5500301,******华强红荔,114.078148,22.553843,******长泰花园A栋,114.07916,22.55775
******宏威花园一单元,114.05501,22.56121,******彩田新村,114.05162,22.56922,******天安二J,114.060827,22.543376
******莲花一村35栋东新立杆 GDCXFT0199,114.06591,22.55411,******人才大厦,114.06282,22.55009,******市民东,114.05312,22.54956
******田面新村12号楼,114.07325,22.54521,******莲花大厦,114.061827,22.554597,******福滨苑,114.06951,22.53781
******田面新村20号楼,114.07296,22.54442,******莲花大厦,114.061827,22.554597,******莲花大厦,114.061827,22.554597
********街道福宁街38**1灯杆,114.07616,22.53332,******福宁牛巷,114.073111,22.536888,******财富大厦,114.055814,22.539027
******华强北步行街62号灯杆,114.08337,22.54451,******海馨苑,114.07804,22.55905,******海馨苑,114.07804,22.55905
******华新村19栋东侧监控杆,114.08151,22.55139,******千千汇,114.08161,22.55121,******园心苑J,114.065724,22.55496
******华新村26栋与27栋之间东侧空地监控杆,114.08031,22.55074,******千千汇,114.08161,22.55121,******新万佳,114.078901,22.5515401
******华新村28栋东南侧灯杆旁,114.08044,22.55109,******千千汇,114.08161,22.55121,******千千汇,114.08161,22.55121
******华新村28栋南侧光交箱旁一体化杆,114.08061,22.55152,******千千汇,114.08161,22.55121,******盛庭,114.080376,22.555712
******华强北步行街曼哈数码广场C座正门一楼得创摄影店西侧灯杆,114.08375,22.54628,******海馨苑,114.07804,22.55905,******银庄大厦银月阁,114.05647,22.52741
******华强北步行街茂业天地与深纺大厦之间东侧灯杆,114.08335,22.54562,******海馨苑,114.07804,22.55905,******艺校,114.08429,22.55802
******华强北步行街与振华路交汇处振华路北侧路旁灯杆,114.08357,22.54524,******海馨苑,114.07804,22.55905,******海馨苑,114.07804,22.55905
******华强北街道中航北苑B座西侧中航路旁新立杆,114.08049,22.54561,******千千汇,114.08161,22.55121,******千千汇,114.08161,22.55121
******华强红荔,114.083148,22.548843,******华强茂业J,114.0781001,22.5515901,******华强茂业J,114.0781001,22.5515901
******红荔路3015号,114.07875,22.54944,******千千汇,114.08161,22.55121,******振中路二,114.07683,22.54824
******华强职校,114.04402,22.545273,******华强职校,114.03902,22.550273,******东景大厦1栋,114.04002,22.54769
******圣庭苑酒店B座,114.08432,22.55235,******艺校,114.08429,22.55802,******信息枢纽大厦,114.04701,22.541611
******环庆花园J,114.07561,22.53538,******福滨苑,114.06951,22.53781,******福滨苑,114.06951,22.53781
******笔架山公园公交车站旁美化树,114.07391,22.55622,******林园路J,114.06485,22.57455,******梅林,114.044777,22.569666
******皇岗边检生活**15栋,114.07783,22.52777,******皇岗边检生活**15栋,114.07283,22.53277,******皇岗边检生活**15栋,114.07283,22.53277
******加来酒店,114.05617,22.52091,******皇岗上围J,114.05478,22.53384,******中心书城,114.05088,22.55244
******皇岗机训大楼,114.06461,22.51958,******深荣大厦,114.058944,22.524111,******深荣大厦,114.058944,22.524111
******电子技校综合大楼,114.06934,22.54428,******园心苑J,114.065724,22.55496,******园心苑J,114.065724,22.55496
******皇岗下围一村9号楼,114.05986,22.52541,******福人人乐,114.05727,22.52827,******皇岗新村,114.05133,22.52818
******黄木岗,114.078452,22.551159,******八卦工业,114.09266,22.56552,******八卦工业,114.09266,22.56552
******福华三路111号会展中心东南角10米监控杆,114.05959,22.53011,******会展中心八,114.054501,22.53577,******会展中心八,114.054501,22.53577
