Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.8189689262597041,0.7104255316861378,21.69845438333393,18.161975254929835,17.223410218614404,54.194425540899694,3.5300690476329653
GNN+LSTM(3),0.8149451926088318,0.6913397540416961,21.898042717745877,18.147532595168055,18.421743205248358,51.45710067308277,4.848933604736074
GNN+LSTM(5),0.8173303477432615,0.7022546245024347,21.76625225262903,18.12728452437224,17.88458653509576,53.38129400724788,4.571434601764088
GNN+LSTM(10),0.8243083945724963,0.7146120886112926,21.43457842458313,17.870319336991173,17.14659795018055,55.958973803101095,4.659588383688643
GNN+LSTM(20),0.8105294380595487,0.6860335743337324,21.97918153412957,18.156192638065217,19.0251159534436,49.2496675359882,5.480969087351073
GNN+LSTM(30),0.810791967603223,0.6962136179489266,21.920920099271882,18.202641352305786,18.34423020863699,52.707475908665145,6.15234677230523
GNN+Trans(3),0.817559244179977,0.7026569346571699,21.78087638009355,18.12183989725516,17.794439237738207,54.37906235007678,5.937208258880993
GNN+Trans(5),0.8233084905502732,0.7051476922906066,21.612263695157218,18.0218531376596,17.55121430833597,52.64201817172454,6.022992368844718
GNN+Trans(10),0.8179838311889176,0.7007977983200562,21.75870546356159,18.102264510196303,17.895057249839468,52.606750481424015,8.67969948440624
GNN+Trans(20),0.8223272213797224,0.7013566456300987,21.67625764893738,18.036917490313183,17.896210728975234,50.58818011073073,8.794004289312264
GNN+Trans(30),0.8260343172045256,0.7143258780305114,21.4969342730424,17.99270980871971,17.113646774663724,56.35057376048116,12.069909726397336
Random,0.8259317572183069,0.7212425031956724,21.73611018603973,18.328777793341352,17.32437552974024,73.06729306009724,0.010419040692991547
Greedy,0.9034065600113232,0.8262715981597072,17.992922150700366,15.70899894968711,9.310959125960808,78.74444554236266,0.18178307743231475
Lowest Utilization First,0.8762806342704184,0.801802453493412,19.94259771358303,17.67665233239735,9.639845024977888,80.10304235101106,0.17633346252869744
