Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%),rate
GNN,0.984325794446035,0.7266915011405473,15.784656272416061,15.516205251177428,3.4149250702976737,1.026723202734464,0.0,0.1
GNN+LSTM(3),0.9884340108789007,0.7414553778042536,15.231491474589093,15.030524425858438,4.78757356389218,1.0267218603390846,0.0,0.1
GNN+LSTM(10),0.9888634411680504,0.7550858541368752,14.723731014744544,14.529655733753751,5.198527645184255,1.0264879693086275,0.0,0.1
GNN+LSTM(20),0.9888491268250788,0.7563047241237336,14.672778928272681,14.478420084526197,5.898075673015692,1.0262953539816602,0.0,0.1
GNN+LSTM(30),0.9851417119954194,0.7269234918484233,15.768015079344496,15.512163153292098,6.409627357868421,1.026208350170944,0.0,0.1
GNN+Trans(3),0.985198969367306,0.7269617751235747,15.767116021842421,15.512481774151086,5.682493416518357,1.0267218603390849,0.0,0.1
GNN+Trans(10),0.9853850558259376,0.7299015748030279,15.829203913965332,15.607474350451444,5.9233855491308365,1.026487969308627,0.0,0.1
GNN+Trans(20),0.9843973661608932,0.7260709462548264,15.824871133433735,15.559353807737033,6.6537281793200655,1.0262953539816606,0.0,0.1
GNN+Trans(30),0.9849842542227312,0.7264364034995997,15.793899568176883,15.535099444589182,7.215274881913879,1.0262083501709438,0.0,0.1
GNN,0.993687374749499,0.7546546717326652,13.597525034487562,13.505351464346248,3.3045347802385776,10.267232027344635,0.0,1.0
GNN+LSTM(3),0.9942599484683653,0.765426191399444,13.288489423940359,13.205850979841799,4.681936960113857,10.267218603390841,0.0,1.0
GNN+LSTM(10),0.9961064987117091,0.7660070674062334,13.190913533867201,13.125036160548321,4.940846537642721,10.265017102366802,0.0,1.0
GNN+LSTM(20),0.9932006870884627,0.7646283562784544,13.319867511405501,13.218469623198594,5.556557378487706,10.263044896612419,0.0,1.0
GNN+LSTM(30),0.9944317205840252,0.7651728105155786,13.259052642606974,13.175389476462136,6.142549780286761,10.262158100689536,0.0,1.0
GNN+Trans(3),0.9948038935012883,0.7635197421570346,13.281641491372676,13.202999007745367,5.419371512364154,10.267218603390837,0.0,1.0
GNN+Trans(10),0.9934583452619524,0.7572947431409364,13.5144685113258,13.418421200403076,5.732001290429195,10.265017102366805,0.0,1.0
GNN+Trans(20),0.9965216146578872,0.7636130911285921,13.095433513318106,13.03550783889645,6.409737864504426,10.263044896612419,0.0,1.0
GNN+Trans(30),0.9935442313197824,0.7538311632170261,13.544231370383248,13.448911949856967,6.9393671722696055,10.262158100689536,0.0,1.0
GNN,0.9629831090752935,0.7889378930552623,15.47540757841442,15.166922552066959,3.4332226041460188,30.80169608203393,0.0,3.0
GNN+LSTM(3),0.9520755797308903,0.7933938979628206,15.479053976517553,15.10251631329665,4.7645710376692545,30.801655810172544,0.0,3.0
GNN+LSTM(10),0.9730890352132837,0.7956478738410091,14.980171044088904,14.738859792535628,5.149069601643778,30.79498299665341,0.0,3.0
GNN+LSTM(20),0.9646006298310907,0.7974445006997963,14.896413238143458,14.58465989241554,5.823511453470732,30.788555348645268,0.0,3.0
GNN+LSTM(30),0.9629401660463784,0.7960425181757637,15.426414431265759,15.102113372086377,6.3977405228384105,30.786984213275627,0.0,3.0
GNN+Trans(3),0.9790008588605783,0.7906695868908892,14.694101753918522,14.495281211438753,5.692442535773888,30.80165581017254,0.0,3.0
GNN+Trans(10),0.9840538219295735,0.794910211795886,14.315569374070217,14.14898128597138,6.092883108544752,30.79498299665341,0.0,3.0
GNN+Trans(20),0.9840108789006584,0.7945908603156133,14.313583486844186,14.15029735317122,6.7382432620640715,30.788555348645264,0.0,3.0
GNN+Trans(30),0.9540366447180074,0.7885372545324256,15.754130917746968,15.390503090489199,7.25447210103845,30.78698421327562,0.0,3.0
GNN,0.8274105853368448,0.743766125435771,20.94375934475584,17.829500343326288,4.159733907012383,75.37214261253816,15.597230481692295,10.0
GNN+LSTM(3),0.8223472941976043,0.7387692642790434,21.159262019725396,18.03522046134964,5.979269591561494,75.681499132256,15.772661626030073,10.0
GNN+LSTM(10),0.832282728740124,0.745609762283658,20.79740168695442,17.646315224693367,6.394236250444658,75.7806154646431,15.838926174496645,10.0
GNN+LSTM(20),0.8280902217313737,0.7461246197465672,20.899025895908938,17.76177703132059,7.107199031345989,75.87009025506255,15.82745731033897,10.0
GNN+LSTM(30),0.8318112309914196,0.746844461484667,20.721173134949375,17.572004306528694,8.33984035246942,75.66639830457038,15.752697306940785,10.0
GNN+Trans(3),0.8458117407187155,0.7477616356593765,20.38909976612546,17.250453769419366,7.583952718740737,75.71451450241233,15.808767309489424,10.0
GNN+Trans(10),0.8361014357318834,0.7463012396999775,20.719698208771295,17.619549960390703,8.255228609613813,75.61318002983188,15.5883102540141,10.0
GNN+Trans(20),0.8246580579390026,0.7401237563318844,21.15319825993635,18.0761680413579,8.646462750752875,75.44241315461116,15.541585251890238,10.0
GNN+Trans(30),0.8180995667317985,0.7318948197936871,21.5258925565903,18.326184478626043,9.314717437080432,74.820689661762,16.837142128961005,10.0
