Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.9970984038869183,4.836752743325071,3.555104744806599,1997.0914385188203
GNN+LSTM,1.0,0.9800537949315352,4.762161866407119,6.751383178705192,1995.8774683110785
Random,1.0,0.8029683910275051,5.690473831975507,5.908621423483978,1998.8721203316825
