request_idx,reward,latency,processing_time,success
0,0.9753366673976887,5.378453594834452,0.006489205360412598,1.0
1,1.1028715633931498,5.123716891035115,0.003925204277038574,1.0
2,1.4009767346010618,4.525951379060018,0.004632258415222168,1.0
3,1.157144572395524,5.014124217812754,0.0052056550979614254,1.0
4,1.2750499533687987,4.779552350891401,0.004967021942138672,1.0
5,1.4096733809317108,4.509258545037936,0.00454401969909668,1.0
6,1.4204780618629875,4.487753006461435,0.004163718223571778,1.0
7,1.4546158203036241,4.419465154996663,0.0040311098098754885,1.0
8,1.6039574943329165,4.121016322641947,0.004278039932250977,1.0
9,1.6339392648050708,4.060272110051378,0.005315589904785156,1.0
10,1.700087622958098,3.9277856019397213,0.005495285987854004,1.0
11,1.2583976894770212,4.81134365896393,0.005291056632995605,1.0
12,1.2448677431922068,4.838743923405725,0.004711008071899414,1.0
13,1.262119734688057,4.804477093046879,0.005140757560729981,1.0
14,1.021673977079752,5.291493532827195,0.0046043872833251955,1.0
15,1.1476791445043717,5.03957425239715,0.004908227920532226,1.0
16,1.4950708101947288,4.34456326919623,0.004804921150207519,1.0
17,1.1461883529690369,5.04242504344344,0.005190515518188476,1.0
18,1.1660943269176667,5.008566719334035,0.00423741340637207,1.0
19,1.2962420672165962,4.748450877580071,0.004866290092468262,1.0
20,1.2895574055564167,4.76173172088431,0.004847240447998047,1.0
21,1.8110053619279225,3.7199668993928747,0.004433298110961914,1.0
22,1.4758838676427974,4.390215175799859,0.005507731437683105,1.0
23,1.6918960106154717,3.9581774121322426,0.004724478721618653,1.0
24,1.6318429052080645,4.0828671108951635,0.004735350608825684,1.0
25,1.7515752786263885,3.843255107420746,0.004439663887023926,1.0
26,1.674327014742395,3.9976741367842097,0.00412454605102539,1.0
27,1.3094998001893283,4.727382360445268,0.004101085662841797,1.0
28,1.4431365737412212,4.460119496445065,0.004166436195373535,1.0
29,1.131575676247961,5.08341640358432,0.004624462127685547,1.0
30,0.9463879081247244,5.453643622518614,0.004799652099609375,1.0
31,1.1894726249174192,4.967490141854787,0.005376744270324707,1.0
32,1.2044615906853668,4.937549855997625,0.005219125747680664,1.0
33,1.2283818763816732,4.889793219648782,0.005199456214904785,1.0
34,1.2128392205496525,4.920804124907786,0.004925394058227539,1.0
35,1.224124771903666,4.89818703758205,0.004905152320861817,1.0
36,1.2228768880478493,4.900640879432592,0.00445559024810791,1.0
37,1.6822193765360063,3.9818833956794046,0.0041312694549560545,1.0
38,1.039996343633968,5.266409183357756,0.003932070732116699,1.0
39,1.118867460275654,5.123320887502836,0.004212856292724609,1.0
40,1.536271322836458,4.288472683702119,0.005455207824707031,1.0
41,1.025820610243296,5.309134025847714,0.004739570617675781,1.0
42,1.542056889119669,4.276674883362151,0.005241131782531739,1.0
43,1.4808723540669035,4.399080831290922,0.006099605560302734,1.0
44,1.5159683159008233,4.328952025261272,0.005189728736877441,1.0
45,1.5149008258838452,4.331052609604016,0.004993271827697754,1.0
46,1.3281405879409118,4.7045722841568764,0.0042433500289916996,1.0
47,1.434406506076499,4.492003076068705,0.004278326034545898,1.0
48,1.299640622349017,4.761543686990661,0.004329967498779297,1.0
49,1.1779832509865347,5.0048892950719335,0.0043592691421508786,1.0
50,1.2747789829702714,4.811314098174841,0.004846429824829102,1.0
51,1.4419958509533937,4.4768393741675725,0.004336357116699219,1.0
52,1.727990905997944,3.9047893566573535,0.005126261711120605,1.0
53,1.5233181841056334,4.314107887128574,0.005215144157409668,1.0
54,1.4268725249270857,4.507019548890049,0.005316901206970215,1.0
55,1.602415216399941,4.15597140832365,0.005421495437622071,1.0
56,1.693567634146642,3.97367834027546,0.006183934211730957,1.0
57,1.8507589917229315,3.6592322247640823,0.0052944660186767575,1.0
58,1.3997058738864756,4.564016126635024,0.004085683822631836,1.0
59,1.1692079660011112,5.025029868116191,0.004203677177429199,1.0
60,1.2907481471783104,4.781844938428707,0.003887319564819336,1.0
61,1.44472537849074,4.473883821956614,0.0055278301239013675,1.0
62,1.5432913524676077,4.278455726271164,0.004361677169799805,1.0
63,1.3078831612819,4.749343331880787,0.004238128662109375,1.0
64,1.22223112511758,4.928881867252288,0.004584980010986328,1.0
65,1.446324098430802,4.48065094316388,0.004995656013488769,1.0
66,1.3557687169674628,4.6617475227091845,0.004651761054992676,1.0
67,1.0277988104433322,5.317679634080489,0.004790377616882324,1.0
68,1.4757058299988846,4.421835671463875,0.004752564430236817,1.0
69,1.2866779005692632,4.799953159096359,0.004976630210876465,1.0
70,1.45599543724637,4.46135220695579,0.004770946502685547,1.0
71,1.4348925149741432,4.5036243521797825,0.004463768005371094,1.0
72,1.262801523991309,4.847835410615017,0.004217386245727539,1.0
73,0.9473812198070364,5.478707237641668,0.004223966598510742,1.0
74,1.2403286491823553,4.892855030952321,0.004810237884521484,1.0
75,1.4659361191388804,4.441656711334795,0.0050305604934692385,1.0
76,1.3083360095009584,4.756855837529331,0.00481710433959961,1.0
77,1.820032428319577,3.7334721751400344,0.0048275947570800785,1.0
