Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.6656263360410432,0.12799068157017152,51.47753318267916,35.84937117380552,0.008278093872135548,85.61273006274118,34.211201368106025
All-Cloud,0.1953398888413852,-0.8550299603805963,113.08913767227291,117.01974312115387,0.0010527214875533165,0.0,100.0
All-Local,0.5165027789653698,-0.20822850747398616,76.38755579967778,43.88106793595844,0.12952804871225215,36.745049017854505,63.29841812740488
Lowest Utilization First,0.7179563916203506,0.21908591214132175,46.37206207761224,34.661078833884254,0.13975386132333667,88.59597763077909,28.849935870029924
GNN,0.8838392475416845,0.5238977513394076,41.28961377377623,36.15768901905589,3.5111206522758516,85.16292443328678,24.521162890123986
GNN+LSTM(3),0.8967507481829842,0.5472149301966541,41.626365836551265,36.46007353469092,4.908786909658718,82.82049089744548,24.841812740487388
GNN+LSTM(5),0.8953398888413852,0.537444615624906,41.59791072620083,36.916805154422576,5.067608075143945,84.45327013866068,24.655835827276615
GNN+LSTM(10),0.8992518170158187,0.5610601925310522,41.501594430022074,37.30947949104778,5.377653874409102,82.08192780353005,24.70072680632749
GNN+LSTM(20),0.8967721248396751,0.5538334839262932,41.129533225062225,36.835061536183986,6.063817422988324,83.40389596820546,24.36725096194955
GNN+LSTM(30),0.8936938862761864,0.5408447250343773,41.188924566476736,36.645002261863056,6.740825198664019,84.89769594404038,24.318084651560497
GNN+Trans(3),0.8853783668234289,0.5177876128221405,41.33226060192816,35.45726432868359,5.727836024613399,85.76717242732343,24.625908507909365
GNN+Trans(5),0.9093843522873023,0.5739443776250063,41.431451798873525,37.04463959418501,5.807096889866066,82.5900379949045,24.56819153484395
GNN+Trans(10),0.9092774690038478,0.5753707879638494,41.51203436708896,37.41027111729186,6.030546823797597,82.27608639376614,24.66866182129115
GNN+Trans(20),0.8891834117144078,0.5225553339380398,41.53283616879929,35.47912845280657,6.925125675560216,86.08611867219874,24.752030782385635
GNN+Trans(30),0.878516460025652,0.5273322804470961,43.563217931824106,37.527819947072906,7.591469143129098,77.3599034329904,26.571184266780673
