Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
GNN,0.7632451766746152,0.3453505426044936,45.16122429168196,33.27564913994023,9.549883976433351,87.29204937191092,28.044656405809672
GNN+LSTM(3),0.7572404075438977,0.3342520383399503,45.23160268765421,33.6856781799392,13.54707542014644,87.23961563849336,27.99804899197919
GNN+LSTM(10),0.7663125948406677,0.35003418481614906,45.118041814894916,33.35062706371834,13.319461277966486,87.29026286256322,27.96011272490787
GNN+LSTM(20),0.7699436375460654,0.3568356665173987,45.131569433195544,33.12071116192823,14.306619483634343,87.36721808360348,28.09126381964015
GNN+LSTM(30),0.7755473661391719,0.36633403170295475,45.01783318643786,32.926359996461954,14.583287064899418,87.31577064297517,28.011055712117926
GNN+Trans(3),0.7790483416431823,0.3721490426529794,44.987960580155864,32.75320699050521,13.64501612630398,87.51879251025366,28.06416648601778
GNN+Trans(10),0.7728267938434858,0.3622540093567158,45.05465150436194,32.882688888040036,13.10379667187006,87.53336495291305,28.11402557988294
GNN+Trans(20),0.7858009971818773,0.384349007637425,44.87610872573725,32.54932603859795,14.205085481812787,87.56921895329931,28.042488619119876
GNN+Trans(30),0.7461630175590722,0.31598809276638,45.36774964096206,33.98427999564507,14.39044862669046,87.43007468520385,28.03490136570562
Random,0.6648601777585086,0.1591034982097178,51.4045947084079,35.749805109485536,0.010750540781506949,85.69741844840726,34.137220897463685
Greedy,0.8077389984825493,0.42833812618478456,43.918241710188965,30.7115954422054,0.21870764739183138,89.36838957148454,27.918924777801863
Lowest Utilization First,0.7195209191415565,0.27223564157987157,46.13615355616144,34.53165869568557,0.2096591222164767,88.56272933480525,28.59852590505094
