Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.5192586265398005,4.805097747381027,0.046319744418986064,1995.6517647401975
GNN+LSTM,1.0,0.5229432147079482,4.7701896206786145,0.007564644838620577,1996.0136834483496
Random,1.0,0.37353226349499985,6.003311179754476,5.268735289924458,2002.0473239961157
