Model,Category,Success_Rate,Avg_Latency_All,Avg_Latency_Success,Count
GNN,high_latency_tolerance,1.0,17.788693709759837,17.788693709759837,7062
GNN,low_latency,0.9720833567376285,18.225511952329764,17.75502155111935,17803
GNN,ultra_low_latency,0.9293355855855856,13.246586514935139,12.577626280358654,10656
GNN+LSTM(10),high_latency_tolerance,1.0,18.4656713385388,18.4656713385388,7062
GNN+LSTM(10),low_latency,0.9713531427287536,18.864347692014913,18.40018406386545,17803
GNN+LSTM(10),ultra_low_latency,0.9514827327327328,13.138115636384878,12.720884656533789,10656
GNN+LSTM(20),high_latency_tolerance,1.0,16.6266162588455,16.6266162588455,7062
GNN+LSTM(20),low_latency,0.9813514576195024,16.916727722572123,16.584317284545694,17803
GNN+LSTM(20),ultra_low_latency,0.9950262762762763,11.307010399537178,11.248959090657339,10656
GNN+LSTM(3),high_latency_tolerance,1.0,19.875249105157216,19.875249105157216,7062
GNN+LSTM(3),low_latency,0.9576475874852552,20.159312920846467,19.50515203579723,17803
GNN+LSTM(3),ultra_low_latency,0.8244181681681682,15.325944017810315,13.876993924050845,10656
GNN+LSTM(30),high_latency_tolerance,1.0,17.490935953571746,17.490935953571746,7062
GNN+LSTM(30),low_latency,0.976183789249003,17.73102636619844,17.338915348992334,17803
GNN+LSTM(30),ultra_low_latency,0.9878941441441441,10.707140629671027,10.564830493786536,10656
GNN+LSTM(5),high_latency_tolerance,1.0,16.16661291533164,16.16661291533164,7062
GNN+LSTM(5),low_latency,0.9810706060776274,16.149835794834278,15.801665123440001,17803
GNN+LSTM(5),ultra_low_latency,0.9933370870870871,10.354681909706898,10.274862881075554,10656
GNN+Trans(10),high_latency_tolerance,1.0,18.133885807717746,18.133885807717746,7062
GNN+Trans(10),low_latency,0.967308880525754,18.47883061434391,17.921036289569205,17803
GNN+Trans(10),ultra_low_latency,0.9229542042042042,12.600160967195679,11.753214322865881,10656
GNN+Trans(20),high_latency_tolerance,1.0,19.433015061144747,19.433015061144747,7062
GNN+Trans(20),low_latency,0.9616356793798798,19.403780119787676,18.783328393020305,17803
GNN+Trans(20),ultra_low_latency,0.8989301801801802,13.497764646017469,12.478051521284236,10656
GNN+Trans(3),high_latency_tolerance,1.0,19.461446845373782,19.461446845373782,7062
GNN+Trans(3),low_latency,0.9596135482783801,19.71442790139049,19.0740987805327,17803
GNN+Trans(3),ultra_low_latency,0.8929241741741741,14.104548348474532,13.17057993645785,10656
GNN+Trans(30),high_latency_tolerance,1.0,18.64146795012827,18.64146795012827,7062
GNN+Trans(30),low_latency,0.9675335617592541,18.959834406543724,18.430476473145674,17803
GNN+Trans(30),ultra_low_latency,0.9220157657657657,13.276654040165171,12.552442684628248,10656
GNN+Trans(5),high_latency_tolerance,1.0,17.148087390683237,17.148087390683237,7062
GNN+Trans(5),low_latency,0.9769140032578779,17.33992093810193,16.936166311494045,17803
GNN+Trans(5),ultra_low_latency,0.9730668168168168,11.581268354457706,11.29446295947469,10656
