Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.8314830690098586,0.4085164832102994,26.184390384724548,21.883029706558087,0.008799754171511806,20.168316457505217,6.91598799828547
All-Cloud,0.19537791113016145,-0.8558662823051344,113.55075731221577,117.69695308444872,0.0008991231644455066,0.0,100.0
All-Local,0.8094156308044006,0.3723116296629497,38.292863327360784,22.52274953198366,0.1494681107893997,14.496726188020629,24.742106015145023
Lowest Utilization First,0.8808686955279326,0.5105505706334373,19.62639436224537,19.821611630818424,0.16473715161234845,22.0069333203666,0.0
GNN,0.9601228746963852,0.6598891506568237,16.28919615987866,16.301038854464704,4.295233468155058,22.0069333203666,0.0
GNN+LSTM(3),0.9686740962994713,0.6702748336118862,16.38943691709191,16.38987939579405,6.0779006604825385,22.006769630014546,0.0
GNN+LSTM(10),0.9641020145735105,0.6703976478229494,16.036812219626707,16.04515603522467,6.295963494602928,22.00442176444758,0.0
GNN+LSTM(20),0.9669238462637519,0.6737926785093831,16.06374219682507,16.053967342459163,7.015152324317336,22.00167512659073,0.0
GNN+LSTM(30),0.9236319474210601,0.6083680990053139,16.66075437852312,16.68435594997861,7.593230820328938,21.999539281377277,0.0
GNN+Trans(3),0.9291613087583941,0.6102218673168603,16.77794881593223,16.873003859219313,6.8115001815543,22.006769630014546,0.0
GNN+Trans(10),0.9514073439062724,0.6477682088561719,16.41540703409388,16.433029355089616,7.203215048098193,22.004421764447585,0.0
GNN+Trans(20),0.9699671381625946,0.6779072072373096,15.962655239191026,15.964983291338998,8.093942659448635,22.00167512659072,0.0
GNN+Trans(30),0.9591084440634376,0.6592817662352122,16.40937961851571,16.438170176200117,8.535828049105566,21.999539281377285,0.0
