Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.9527361629498998,4.984326871677316,5.039846271464972,1998.3844427600627
GNN+LSTM,1.0,0.935477289740391,4.922478601473236,8.002698996494383,1998.649888376359
Random,1.0,0.7966716834371819,5.664223006979821,7.0572428120642625,1998.5246832363255
