Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.8524578872982487,5.203490365351532,10.684403963145837,1995.2955385595767
GNN+LSTM,1.0,0.8529226273799575,5.1016371593132135,12.67499407574008,1998.2171746612044
Random,1.0,0.775082603173346,5.520611918947026,12.092378098266469,1996.0507336544204
