Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%),rate
GNN,0.9587471131639723,0.6572882241379463,16.305172718349983,16.314261306715206,8.98448483153799,21.898679221859616,0.0,1
GNN+LSTM(3),0.9674076212471132,0.6678009193500684,16.43001078238722,16.422312463154306,13.00055649277795,21.89835172554701,0.0,1
GNN+LSTM(10),0.9626732101616629,0.6674387050047212,16.066069523943725,16.071104290936567,12.66553995928643,21.893655170981976,0.0,1
GNN+LSTM(20),0.9654157043879907,0.6709655516231448,16.076026985240055,16.062268454554527,13.218632299134692,21.88780278932351,0.0,1
GNN+LSTM(30),0.9207996535796766,0.6032151681188139,16.712932200108643,16.73508119311886,13.108402132712666,21.88282150508488,0.0,1
GNN+Trans(3),0.9283775981524249,0.6088503723408609,16.782506111815707,16.874685956494936,12.521345214810712,21.89835172554701,0.0,1
GNN+Trans(10),0.9501443418013856,0.6454052001692775,16.433889917070854,16.44973797171719,12.19883327464859,21.89365517098198,0.0,1
GNN+Trans(20),0.9687788683602772,0.6754264365010573,15.98681287028171,15.987602294903223,12.628029975136764,21.887802789323505,0.0,1
GNN+Trans(30),0.9572315242494226,0.6558227263786399,16.435046052150103,16.46047666043425,12.661836253302752,21.882821505084877,0.0,1
Random,0.8295756351039261,0.4057136755842307,26.13002848658713,21.90603978519947,0.008737132400618413,20.13448258789116,6.837471131639723,1
Greedy,0.9792869515011547,0.7154716141690621,14.443220733026987,14.411204969544222,0.18722550904778354,21.898679221859613,0.0,1
Lowest Utilization First,0.8791570438799077,0.5081775984653534,19.610380152893875,19.81552736413478,0.16734019162748484,21.898679221859616,0.0,1
GNN,0.7954209919261822,0.4316648114281164,35.62167658204829,28.246034783420765,10.368443242131358,73.6482231636671,18.333333333333332,5
GNN+LSTM(3),0.8031833910034603,0.44405061884804636,35.50510909005995,28.17507043867608,14.642071924682583,73.65184096058469,18.201845444059977,5
GNN+LSTM(10),0.830876585928489,0.4939416609241417,35.05127337174868,27.314933204428193,14.757267834818487,73.89770888043546,18.207612456747405,5
GNN+LSTM(20),0.7953748558246828,0.42959007438633573,35.62632689175926,28.25660924064781,15.978490275082704,73.6404217106609,18.25374855824683,5
GNN+LSTM(30),0.7730103806228373,0.3952751234304718,35.84846268786024,29.011997475093015,16.359564842787304,73.62102551148449,18.215686274509803,5
GNN+Trans(3),0.8214186851211073,0.4783293204140468,35.11782525222749,27.276636888334256,15.213205258876531,74.12023819853715,18.27681660899654,5
GNN+Trans(10),0.8192733564013841,0.47348133567030043,35.169536460176026,27.60875014721294,15.383218517215468,73.79224504801367,18.181084198385236,5
GNN+Trans(20),0.7943021914648212,0.4310585599365033,35.44152361364586,28.30154971088286,16.665290743971916,73.82813658674596,18.181084198385236,5
GNN+Trans(30),0.7500230680507497,0.3524080295053385,36.259625895375954,29.63367453819488,17.441177483660955,73.68803438723575,18.277970011534027,5
Random,0.7271049596309112,0.29052612067471906,42.252704530083165,29.92283114394957,0.016352899346797112,69.67763830789086,25.055363321799305,5
Greedy,0.8770242214532872,0.5841255895873108,33.3112102297348,24.814829368295694,0.3198870710573119,75.28521626508105,17.762399077277973,5
Lowest Utilization First,0.7892156862745098,0.4260118439237304,35.76950570934077,28.285832517587604,0.29433103581200837,75.05676863932543,18.220299884659745,5
GNN,0.7289359391965256,0.2755246118637167,47.07517811696181,34.01114684700003,9.23024374809638,84.45011848633615,30.58089033659066,8
GNN+LSTM(3),0.7514115092290988,0.31509047491056524,46.83301663686774,33.13200678744263,13.219598758233616,84.4065881321377,30.653637350705754,8
GNN+LSTM(10),0.7541910966340933,0.319771019506687,46.812708144022054,33.25007269904435,12.946165338012994,84.0951103711736,30.58089033659066,8
GNN+LSTM(20),0.7234744842562432,0.26973216252211096,47.07858760726075,34.270286756863534,13.816788261281033,84.60957017279019,30.586319218241044,8
GNN+LSTM(30),0.7527904451682953,0.31651889184875504,46.91337733139225,33.11484609943167,14.027803583590396,84.55561445815627,30.675352877307276,8
GNN+Trans(3),0.7523018458197611,0.3158942386838532,46.854598454263346,33.209936924492965,13.08362625320882,84.3408132972842,30.681867535287733,8
GNN+Trans(10),0.755613463626493,0.3213961485773884,46.784466866774245,33.1402446030923,12.927522353836043,84.17379442749787,30.574375678610206,8
GNN+Trans(20),0.7539956568946797,0.32020050061744265,46.78014161121931,33.17646179592347,13.783243139973164,84.13215568159758,30.602605863192185,8
GNN+Trans(30),0.7092833876221498,0.24253309486944954,47.376337888373236,35.00465122637839,13.850508686256202,84.12672505358557,30.591748099891426,8
Random,0.651042345276873,0.12628096650183915,53.084062291523566,36.413944210316245,0.010451364465438064,80.93448775107127,36.65255157437568,8
Greedy,0.7844408251900109,0.3761821154733977,46.05821184219121,30.851170550218733,0.21177891670169063,86.017248371435,30.863192182410426,8
Lowest Utilization First,0.702529858849077,0.23314597273034385,47.882481664332786,34.75983234090431,0.2048666262341892,85.31216424781428,31.188925081433226,8
