Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%),Avg Processing Time (ms)
GNN,1.0,1.171811181980643,5.048462584164662,1.0801462365430674,1998.9346119943407,8.733134031406508e-05
GNN+LSTM(3),1.0,1.1063778843886973,5.040875877697901,3.35433185608431,1996.6365328671739,0.00011455219049065095
GNN+LSTM(5),1.0,1.1088925133536567,5.038701257722737,3.30615521475923,1999.1523465958644,0.00011444901893501317
GNN+LSTM(10),1.0,1.0880249163912568,5.064971362658395,3.4603185266042433,1997.0998690832826,0.000115019492245772
Random,1.0,0.5642517539896232,6.059225138735106,5.915967268559687,1997.3944750757855,2.7843788919746886e-07
