Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%),Avg Processing Time (ms)
GNN,1.0,1.3235857346075866,4.789769463505785,0.05237258767256939,1996.0486088112827,0.00026207412386691455
GNN+LSTM(3),1.0,1.3267650624180125,4.779413967437876,0.0066424679489827925,1997.0312170630941,0.00033813976704721117
GNN+LSTM(5),1.0,1.3336309936379729,4.774548160616612,0.008122826140258667,1996.8343547002085,0.00034125238402688495
GNN+LSTM(10),1.0,1.3253915999432715,4.767120119412864,0.002305746919802498,1994.9562729041393,0.00034179623391006515
Random,1.0,0.6029594832592925,6.018169936786533,5.111150131569901,1997.7423946582173,8.300294566992603e-07
