request_idx,time,position_x,position_y,compute_demand,max_latency,action,reward,latency,success,used_cloud
5489,2734.796162005372,79.14711228576371,47.084393482673704,18.455505301670335,35,DCN_14,21.09631269007931,4.518436549603448,True,False
5490,2737.0001860481843,23.914781831618065,75.95755760185978,20.0,15,DCN_6,21.336245372980656,3.31877313509672,True,False
5491,2737.7900895616885,29.549588500467966,67.74320230727761,8.042330333435629,30,DCN_14,8.303025523783777,3.484872381081117,True,True
5492,2737.8782333392573,29.396617078398105,68.49294289520137,20.0,15,DCN_14,21.33554510951454,3.3222744524272967,True,False
5493,2737.9626573438118,29.13962535214436,76.95166362478255,10.772243027486578,35,DCN_14,21.410076789700092,2.9496160514995378,True,False
5494,2738.0917551116354,28.457595042844268,84.89884027168239,20.0,25,DCN_6,21.006226481547333,4.968867592263339,True,False
5495,2738.306829409902,29.36691424772932,83.06683864897289,12.700234983755433,35,DCN_6,21.003759737448846,4.981201312755767,True,False
5496,2738.7476053040027,22.642470066614766,85.22680357296383,20.0,20,DCN_6,21.355927263625183,3.220363681874084,True,False
5497,2738.899166301525,17.780114474578347,85.89940891199224,11.015107328735821,35,DCN_6,20.989637304371552,5.051813478142248,True,False
5498,2739.9264080954404,84.63512037736419,88.18072544965739,5.0,35,DCN_14,7.720181112151398,6.399094439243016,True,True
5499,2740.4599407087057,36.99402856990051,67.348503743447,20.0,20,DCN_6,21.13584043495042,4.320797825247896,True,False
5500,2740.5766167622814,31.089450208274076,75.07904846147527,20.0,20,DCN_6,21.200355694064235,3.998221529678814,True,False
5501,2740.7230007341373,44.20492940456798,53.838651264412135,11.636257799902936,35,DCN_2,20.690802505982234,6.545987470088827,True,False
5502,2740.9401685809717,42.92059760716615,56.42134356318954,14.698742965650606,40,DCN_10,20.39321678888436,8.033916055578198,True,False
5503,2741.902291431287,31.3662501702919,49.289264086657035,13.58232454147905,35,DCN_14,20.79476142570278,6.0261928714861,True,False
5504,2742.0500949487123,58.723090193628565,62.350075619762364,20.0,20,DCN_6,20.510525047090514,6.513454683795466,True,False
5505,2742.3234499728874,61.484523258164444,54.69824280648337,5.886859995906783,35,DCN_6,21.256150049975286,3.7192497501235637,True,False
5506,2743.1008737613097,55.794234053135945,50.81461499576886,16.822096132036364,30,DCN_6,20.87336199995152,5.633190000242404,True,False
5507,2744.093003509871,30.06214469378883,77.53295104525357,20.0,25,DCN_6,20.54479864126138,7.276006793693106,True,False
5508,2744.5750203415096,15.492139689513728,15.166262981687728,20.0,35,DCN_6,21.2219900727682,3.8900496361590062,True,False
5509,2745.508367143783,39.76539996325073,75.20928725243574,20.0,15,DCN_14,20.84521661369798,5.773916931510114,True,False
5510,2745.7806696976345,54.31495282638146,72.18037821824672,20.0,15,DCN_2,21.174413018783607,4.12793490608197,True,False
5511,2746.198831348913,55.27521737484594,69.06189191518541,20.0,25,DCN_14,21.12218100133831,4.389094993308459,True,False
5512,2747.8438624821347,67.92062661730495,14.564201514765823,20.0,20,DCN_2,20.29323593674953,8.533820316252353,True,False
5513,2748.053526574718,17.78269170163602,89.9853726004996,8.009105663765023,40,DCN_14,8.30371147099897,3.4814426450051545,True,True
5514,2748.3802365799334,19.202509693642305,94.8116926034299,18.194204104943914,30,DCN_6,8.391787780879039,3.041061095604803,True,True
5515,2748.953280229134,32.790715620346255,70.9407651197491,18.274810552488944,35,DCN_6,20.87243610246767,5.637819487661656,True,False
5516,2749.957369091305,31.014030419930332,72.78060288596872,20.0,30,DCN_2,20.09599671454837,9.520016427258158,True,False
5517,2750.220779675839,38.48610787885505,70.46583042701283,11.805001459952038,40,DCN_14,8.401817942487604,2.9909102875619795,True,True
5518,2750.30627048945,47.90913147217783,62.889184320040336,20.0,30,DCN_2,21.053298263825493,4.733508680872529,True,False
5519,2750.4325146600395,49.246783587637424,41.72318588658784,20.0,20,DCN_14,20.789201999857635,6.053990000711819,True,False
5520,2750.839558874451,46.467419709935946,41.322278029436625,13.74026811533191,40,DCN_6,21.2087515292556,3.9562423537219886,True,False
5521,2750.8871805431622,77.40187070661787,48.419400490575136,20.0,25,DCN_6,7.9207156589553644,5.3964217052231795,True,True
5522,2751.2483760277782,88.80715782481394,48.556882323552834,20.0,15,DCN_6,21.01065379295452,4.946731035227385,True,False
5523,2751.4453589341447,97.04248819516864,48.782620404005534,14.805782276755764,35,DCN_2,20.765184847113574,6.174075764432132,True,False
5524,2751.4855966052473,100.0,49.64497006494887,10.262548288332283,30,DCN_2,21.247752195227243,3.7612390238637956,True,False
5525,2752.1216599407867,31.847049770919643,40.72609636313322,13.606451993640544,35,ACN_0,21.317442158659855,3.4127892067007233,True,False
5526,2752.639284001503,33.097204598477894,38.71453465721304,8.221318996613515,35,ACN_0,21.366442621122392,3.167786894388035,True,False
5527,2752.980013897794,6.860773309553306,10.128611089101133,16.94312172447717,25,ACN_0,21.34577894191951,3.271105290402464,True,False
5528,2753.0650653399784,4.882990721172167,0.0,20.0,30,ACN_0,20.99876571442728,5.0061714278636,True,False
5529,2754.132084891423,40.14215431871564,38.78095305796374,14.755651062616964,35,DCN_14,21.15354293500204,4.232285324989798,True,False
5530,2754.1559641397,44.73883672455516,36.26422421185241,13.4521104144507,30,DCN_6,21.175529827885995,4.122350860570027,True,False
5531,2754.393682244092,52.71069266537743,42.70248859884838,15.300241357800784,30,DCN_6,21.145819312529625,4.270903437351869,True,False
5532,2755.4776750465835,51.640742246404514,46.74972791077204,14.777175945014992,25,DCN_14,21.21709737681117,3.9145131159441346,True,False
