Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%),Avg Processing Time (ms)
GNN,1.0,0.46191334917094073,5.2714772156320135,2.1877858531730765,1996.894782768787,0.0002339359204586794
GNN+LSTM(3),1.0,0.42220962468643436,5.384831772981926,7.8614396030747065,1994.2465219907813,0.00032481193483266353
GNN+LSTM(5),1.0,0.4156439275911124,5.4401787936772,8.067638608233924,1998.2159917560316,0.00032612385593119847
GNN+LSTM(10),1.0,0.4156571264811019,5.428086630911266,8.30684208555495,1998.9218833128966,0.00032590803522309134
Random,1.0,0.3546353190668434,6.100639319842835,7.06014978977329,1996.3237036640305,8.43500663588894e-07
