Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%),rate
Random,0.8282984859408796,0.3981624834406126,26.365405767624868,22.18055832191422,0.009239797722803403,20.31175364647703,6.609949531362654,1
All-Cloud,0.19479452054794522,-0.857055709890237,113.87857392471581,118.10166300620546,0.0009650348671581045,0.0,100.0,1
All-Local,0.8468853640951695,0.44977767027529336,33.19508437893353,20.679605041983663,0.1465384050849194,15.996329425900807,19.316510454217735,1
Lowest Utilization First,0.8772530641672674,0.49863214110247045,19.979031141419515,20.14336251799703,0.16249408632538348,22.03755244422951,0.0,1
GNN,0.9502883922134102,0.6393511330763405,16.58802165229146,16.61788276734453,4.121324407512882,22.03755244422951,0.0,1
GNN+LSTM(3),0.8953064167267484,0.546438453620772,18.248267544190934,18.348541117079915,5.955829391740773,22.03724593925884,0.0,1
GNN+LSTM(10),0.9646863734679164,0.6652166051750318,16.35392510317761,16.330895724300454,6.187309599988479,22.03591851320915,0.0,1
GNN+LSTM(20),0.9618385003604902,0.6574086037327938,16.495798518874647,16.457708865893007,7.008723076419513,22.03234821777041,0.0,1
GNN+LSTM(30),0.9645421773612113,0.6676248070462958,16.107014034718958,16.065238428919947,7.6276142836132745,22.030960123121705,0.0,1
GNN+Trans(3),0.9614708002883923,0.6546620471888316,16.489219599679288,16.464704281809265,6.790269753360542,22.037245939258835,0.0,1
GNN+Trans(10),0.9651982696467195,0.6626953313378949,16.53505272715347,16.51017256198911,7.00970598150692,22.035918513209147,0.0,1
GNN+Trans(20),0.9655515501081471,0.6629385767185313,16.62560183036946,16.60081926520874,7.8425612514966145,22.032348217770405,0.0,1
GNN+Trans(30),0.964592645998558,0.6649220225554634,16.293938930365858,16.271565205025496,8.477977097421219,22.030960123121705,0.0,1
Random,0.749833829933532,0.34212892846351745,38.721615689066645,28.262631362138258,0.008910226351947596,76.50030301836426,20.49851019940408,5
All-Cloud,0.19511803804721523,-0.855532943464042,113.1728868554786,117.18431857265952,0.0009631129707897745,0.0,100.0,5
All-Local,0.581022232408893,-0.07775044933363172,68.34707892515543,37.910020620156,0.15230780070783784,31.797857923290874,55.17419206967683,5
Lowest Utilization First,0.8138551455420582,0.48660468448663147,31.63151745408026,26.492634466457346,0.16520211736516016,82.97782142376292,12.987050194820076,5
GNN,0.7672129268851707,0.3945219167560338,32.78310583297141,28.18465403101099,4.7646900081809385,80.36937263397151,13.7646115058446,5
GNN+LSTM(3),0.7721063488425396,0.4027867144955631,32.805163420064396,28.06564113914755,6.664560665211054,80.32947000057639,13.828787531515013,5
GNN+LSTM(10),0.8306383222553289,0.5046660988299123,31.965332142332617,26.596500706819768,6.862500851618268,80.4938465738028,13.7531515012606,5
GNN+LSTM(20),0.7917717167086867,0.43667542414361715,32.5127908820998,27.641231503877748,7.738195396251097,80.30651942623133,13.797845519138207,5
GNN+LSTM(30),0.775137520055008,0.410246484071242,32.568202113824746,27.910244570900883,8.304630506484028,80.51147524722883,13.689548475819391,5
GNN+Trans(3),0.7663190465276186,0.3938403193324776,32.80353621351802,28.087726714050973,7.469879486624756,80.80869217583756,13.7393994957598,5
GNN+Trans(10),0.7730059592023837,0.40654096401806006,32.65073308055952,27.94032475992736,7.745483327070398,80.66029875154442,13.728512491404995,5
GNN+Trans(20),0.787583085033234,0.42922576862310735,32.64594512576394,27.95533003048796,8.519317798868057,79.8817084853888,13.834517533807015,5
GNN+Trans(30),0.7698773779509511,0.3982742022173371,32.81988046146356,28.210717217558507,9.049420577518552,80.16357538193482,13.80758652303461,5
Random,0.6651966563069339,0.1601848453691172,51.42332965985401,35.857438108688335,0.008765293871930988,85.18529254193477,34.14907298253135,8
All-Cloud,0.19552566713106848,-0.854686397519014,113.08703784810088,117.05564087266981,0.0009493446595389517,0.0,100.0,8
All-Local,0.5218090236844926,-0.19656618213732893,75.84558462765293,43.653837695139565,0.14586480097453344,36.72356136187421,62.75854677955203,8
Lowest Utilization First,0.7193012538848998,0.2737922701961679,46.21430543328711,34.59197684174914,0.16051557539053865,88.06464913482436,28.66680955953274,8
GNN,0.763728432108027,0.34739879929680834,45.19837575324197,33.34546430255688,5.095721426890116,86.8344946866499,28.081663272961098,8
GNN+LSTM(3),0.757866252277355,0.33706321910317394,45.221318002950625,33.7534335001179,7.12970605860849,86.74197555908148,27.99753509806023,8
GNN+LSTM(10),0.7670721251741507,0.35267918989128083,45.11761891085976,33.41803037540357,7.317199188085655,86.7863995737357,27.962169113707,8
GNN+LSTM(20),0.7711981566820276,0.36053768712274215,45.12555474700192,33.15033862879161,8.140487257479446,86.94977471645873,28.099346265137715,8
GNN+LSTM(30),0.7768299217661558,0.36992558007957616,45.02751748237549,32.98560774932512,8.618011686429119,86.880357980513,28.03075768942235,8
GNN+Trans(3),0.780613010395456,0.37670322777560106,44.94436456566797,32.82369315224782,7.77556899914646,87.02611377421394,28.0275425999357,8
GNN+Trans(10),0.7726663808809345,0.36342442880783093,45.11760680208751,32.96092885175964,7.931475236400276,87.0379484314285,28.174365019826386,8
GNN+Trans(20),0.7866788125602829,0.38759160287381716,44.85171170421454,32.58328455908235,8.738053271706853,87.100925420184,28.016289786732397,8
GNN+Trans(30),0.7464901939770657,0.3179512902410672,45.395529164496466,34.02693450200624,9.223525790638792,86.94074956286023,28.070410459757795,8
