Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
GNN,0.9503194888178914,0.7608496323267522,16.4305388366581,16.0611734198038,3.2190655470933116,30.973911809762157,0.0
GNN+LSTM(3),0.9736566947429567,0.7828907427668529,15.253686874924329,14.97556127043681,4.494915761955942,30.97387153073614,0.0
GNN+LSTM(5),0.9761254719721173,0.7879647370497054,15.117233872977936,14.816365181721748,4.625535835334807,30.97275379589818,0.0
GNN+LSTM(10),0.9837351147255301,0.7796302042314472,14.908287703482246,14.714204753807843,4.925489429121546,30.968510432237412,0.0
GNN+LSTM(20),0.9738600058088877,0.7821093716225266,15.880082845752792,15.567484446772637,5.506218442243786,30.961106553270856,0.0
GNN+LSTM(30),0.981150159744409,0.7899249924592124,14.774892923874205,14.559280966244291,6.0374621385202625,30.956773115543385,0.0
GNN+Trans(3),0.9518007551553878,0.7587175640570234,16.483395888058823,16.068373915520898,5.312132856162385,30.97387153073614,0.0
GNN+Trans(5),0.9786668602962533,0.7745039600556402,15.217728990084925,14.977136389028951,5.469355716838278,30.97275379589818,0.0
GNN+Trans(10),0.9134475747894278,0.7517457278769566,18.127364314558424,17.609543329310632,5.705478462825291,30.968510432237412,0.0
GNN+Trans(20),0.9805111821086262,0.7544855874026773,15.723960228554779,15.524420478775406,6.38300377097616,30.961106553270856,0.0
GNN+Trans(30),0.9416497240778391,0.7490060781234716,17.23040185922123,16.799530082823726,6.83850701936206,30.956773115543385,0.0
