Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.8480751603222976,5.216499050617848,10.8625029554136,1995.9524375211763
GNN+LSTM,1.0,0.8520975305929466,5.090125774305948,12.987731454584306,1999.6201413608756
Random,1.0,0.7757949221767396,5.517872906253454,12.075970627195508,1994.7722825689834
