req_id,timestamp,position,compute_demand,max_latency,process_time,allocations,home_room,target_room,type,completed,total_latency,is_success,action,reward
REQ_2_a,0.155275697262443,"(25.298016542579393, 63.76829603983897)",20.0,30,10.346029378407726,{'DCN_3': 20.0},DCN_4,DCN_3,adas,False,2.8921185974538863,True,DCN_3,1.4215762805092227
REQ_3_i,0.2150588145503599,"(27.68263083857576, 99.1745881003912)",20.0,40,13.897942079741052,{'DCN_12': 20.0},ACN_0,DCN_12,infotainment,False,8.301753518833506,True,DCN_12,0.33964929623329887
REQ_4_i,0.2303256414370852,"(9.525577704692205, 8.62636406938425)",20.0,35,21.194874938474385,{'ACN_1': 20.0},ACN_0,ACN_1,infotainment,False,7.7875892914856015,True,ACN_1,0.4424821417028797
REQ_5_i,0.28852697834366375,"(8.169493318350584, 43.81799820779671)",9.078782951692975,35,23.494212278258285,{'DCN_5': 9.078782951692975},ACN_0,DCN_5,infotainment,False,6.551899236486424,True,DCN_5,0.689620152702715
REQ_6_a,0.6284511322032852,"(8.540639385244448, 46.85208831965008)",29.087309997295975,25,10.544081681387674,{'ACN_0': 29.087309997295975},ACN_0,ACN_0,adas,False,6.731241254556664,True,ACN_0,0.6537517490886671
REQ_7_a,0.68922204649606,"(59.6650775213916, 67.8025967907071)",20.0,20,9.937828349728,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,3.944164505486931,True,ACN_0,1.2111670989026138
REQ_8_a,0.6954646034384508,"(16.745060149004157, 80.76233526991437)",20.0,25,8.927156217449683,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,4.89212530918855,True,ACN_0,1.0215749381622898
REQ_9_s,0.772249774039939,"(36.241902228337445, 47.43280678970087)",20.0,15,2.0392632248071814,{'ACN_0': 20.0},ACN_0,ACN_0,safety-critical,False,3.46014520734165,True,ACN_0,1.3079709585316701
REQ_10_i,0.7814812123547308,"(42.28073742618847, 48.56157419141609)",19.19257083912606,40,14.61244640806879,{'ACN_0': 19.19257083912606},DCN_7,ACN_0,infotainment,False,2.8609255102912154,True,ACN_0,1.4278148979417569
REQ_11_a,0.8749875431048411,"(43.74950668986232, 54.41949728445501)",20.0,25,7.478801084181127,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,3.373902521744379,True,ACN_0,1.3252194956511243
REQ_12_a,0.901627316079292,"(5.243835137242851, 31.054075628522295)",28.18151416398585,25,7.3216991337218,{'ACN_0': 28.18151416398585},ACN_0,ACN_0,adas,False,8.346350798660742,True,ACN_0,0.33072984026785157
REQ_13_a,0.925004988943609,"(5.543036360066763, 38.98199847641426)",28.580200887199197,30,11.257956049463402,{'ACN_0': 28.580200887199197},ACN_0,ACN_0,adas,False,7.390312389683233,True,ACN_0,0.5219375220633533
REQ_14_a,0.9391521907211396,"(0.0, 44.040527309149454)",30.068982339014774,20,8.879070839585705,{'ACN_0': 30.068982339014774},ACN_0,ACN_0,adas,False,8.456665083287938,True,ACN_0,0.3086669833424125
REQ_15_a,1.0545128158842987,"(0.0, 52.78984349253017)",28.26168303498724,20,10.062379093497354,{'ACN_0': 28.26168303498724},ACN_0,ACN_0,adas,False,8.624080224573232,True,ACN_0,0.2751839550853534
REQ_16_s,1.0636507889866205,"(0.5042803978362551, 45.07829437497169)",25.37255477466109,15,1.9346306506999593,{'ACN_0': 25.37255477466109},ACN_0,ACN_0,safety-critical,False,7.892533699850045,True,ACN_0,0.421493260029991
REQ_17_i,1.07429756460739,"(87.67435182968666, 60.32037822847771)",15.640980212031938,30,20.513547683546033,{'ACN_0': 15.640980212031938},ACN_1,ACN_0,infotainment,False,5.652003935359499,True,ACN_0,0.8695992129281003
REQ_18_i,1.14492822210161,"(90.48244269664, 56.92634600863578)",18.262980690347568,30,15.65050436282623,{'ACN_0': 18.262980690347568},ACN_1,ACN_0,infotainment,False,6.921906845344366,True,ACN_0,0.6156186309311267
REQ_19_a,1.241646595068456,"(23.348605395796866, 80.47448868012677)",20.0,30,8.548054983945686,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,4.780762864750537,True,ACN_0,1.0438474270498925
REQ_20_a,1.4397633602469995,"(55.99947139717239, 62.506523275348066)",20.0,20,11.230135570411358,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,3.9007004393668154,True,ACN_0,1.219859912126637
REQ_21_i,1.6466587225917264,"(38.91770333732476, 92.43773571990945)",20.0,35,26.05271009722575,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,5.153979969065966,True,ACN_0,0.9692040061868068
REQ_22_i,1.6877094357665487,"(39.94376018951884, 92.8184810342835)",20.0,30,15.702143882717158,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,5.108620146269215,True,ACN_0,0.978275970746157
REQ_23_i,1.752123940247976,"(40.161843243492605, 85.0257142886808)",20.0,35,19.574819723689217,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,4.127467501771065,True,ACN_0,1.174506499645787
REQ_24_a,1.7781908417457077,"(52.89320566840604, 33.72711842947105)",20.0,30,10.539203695551496,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,3.0142594046291618,True,ACN_0,1.3971481190741675
REQ_25_a,1.8828302892501223,"(63.353957320736235, 47.958139852360986)",20.0,30,8.868995515882746,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,3.2231565091634717,True,ACN_0,1.3553686981673057
