Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.9981838747927437,4.833523172355819,3.511149073609853,1994.8266492917949
GNN+LSTM,1.0,0.9984881049339258,4.820555871333079,3.740072079944464,1998.2288646995016
Random,1.0,0.7994415029852479,5.706593094143515,5.938859407838356,1997.3403877415528
