Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.6479890604890605,0.12256757353040862,53.28970725790364,36.16347450454316,0.01393674858032711,80.18952780945101,36.90958815958816
All-Cloud,0.1947018447018447,-0.8556042437107289,112.47039703980923,116.23104765773095,0.0015318559914993554,0.0,100.0
All-Local,0.49791934791934794,-0.24713779471762087,78.05169262110479,45.2655483259496,0.24864303226994633,32.04408529481217,65.58129558129558
Lowest Utilization First,0.701994851994852,0.23559460485016875,47.86801839809551,34.55242462696291,0.26335693617738504,84.56283768461826,31.186722436722437
GNN,0.7277187902187903,0.27736979388297256,47.02310737380459,33.75322515479204,4.809331314750927,83.63099614726457,30.557700557700556
GNN+LSTM(3),0.7509223509223509,0.3181914879887059,46.76556436678195,32.90073417287809,6.892869142389563,83.53720006313058,30.615079365079367
GNN+LSTM(10),0.753490990990991,0.3222003637724736,46.79070095881081,33.03117750700236,7.629534203266699,83.34286806311445,30.586121836121837
GNN+LSTM(20),0.7219701844701845,0.27027745685323185,47.142837539242755,34.036367959478156,9.04898897535757,83.81429776073382,30.679429429429426
GNN+LSTM(30),0.7521610896610896,0.3196660761077381,46.82593156974835,32.992127484773015,10.301658452349841,83.71343574021675,30.595774345774345
GNN+Trans(3),0.7529654654654655,0.3210832072924226,46.745616629310284,33.023463441221274,8.471342523637016,83.64464794395894,30.603281853281857
GNN+Trans(10),0.7526866151866152,0.3202391583135195,46.83717008053763,33.032747309012755,9.208219229586899,83.41938378439849,30.631166881166884
GNN+Trans(20),0.7534051909051909,0.32249008227125187,46.76670517211426,32.93314645228146,10.751739140489695,83.38424333481301,30.612934362934364
GNN+Trans(30),0.7066977691977692,0.24202801914691546,47.38351815637951,34.72118580309092,11.933518981330133,83.44948553544282,30.625268125268125
