Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.9448510853104493,0.7411042248426295,17.032482104010043,16.20275174930955,2.1525112631403305,19.915707634517304,3.5599714338902113
GNN+LSTM(3),0.9394649155826955,0.7477726947950123,16.833357614719983,16.013633597716094,1.8112184937851703,18.12329090100429,4.8695661718137595
GNN+LSTM(5),0.933240611961057,0.7390678709976544,17.100774137882592,16.107574175822005,2.642758620689655,20.87812772305172,4.7972513757902995
GNN+LSTM(10),0.942357883571299,0.7186032262011087,16.902965273118234,15.676994636394657,4.639510581461335,18.678267008782193,4.933143873462482
GNN+LSTM(20),0.9251363827108686,0.7324946219434881,17.889356243711784,16.841932827479813,2.875572201414898,20.670682428195448,5.487963656873805
GNN+LSTM(30),0.9446794254365761,0.7454926464914031,16.557149575928015,15.685084500972051,2.3076816589836233,18.353111615659685,5.967627411699804
GNN+Trans(3),0.9039413331102654,0.6894818188279829,18.357948873383528,16.595160972939215,6.737456274973384,15.797563653872022,5.021559583428261
GNN+Trans(5),0.9251043115438109,0.7026151584465281,17.414256861396368,15.803326791567887,6.335172413793104,16.545739499146233,5.119365175839127
GNN+Trans(10),0.8953509469776271,0.7125801751976141,19.27019668317011,18.163372597712673,2.823568492297471,17.09725202456123,5.6117808085071745
GNN+Trans(20),0.9127850048957896,0.6626263141999211,18.169165427908002,16.072625877922366,9.481204050492439,15.311475582086818,6.32634491642002
GNN+Trans(30),0.8972179181149406,0.6905031312244808,19.151477755907656,17.671720596027015,5.115107216523388,21.88978877470389,6.776060527257221
Random,0.8996486237764578,0.6765713967146919,19.32665518596188,17.7876363520321,6.406427168892945,34.958353614851426,0.008555520717910232
Greedy,0.9954844064315557,0.8226344840921398,12.292034435438616,12.199811758681436,0.0,27.3456604711274,0.16151056634627656
Lowest Utilization First,0.9378508025377355,0.7448330629059162,17.838728661163543,17.3415320537787,0.0,37.718337658688505,0.14759422417825244
