req_id,timestamp,position,compute_demand,max_latency,process_time,allocations,home_room,target_room,type,completed,total_latency,is_success,action,reward
REQ_2_s,3.116994707398077,"(31.20451841546167, 100.0)",17.780857156497394,20,1.9910083806213084,{'ACN_0': 17.780857156497394},ACN_0,ACN_0,safety-critical,False,5.989606433470474,True,ACN_0,0.40103935665295254
REQ_3_i,3.749487914595456,"(78.35912363776804, 31.479290173479292)",15.085473011697307,30,21.42361949744922,{'ACN_0': 15.085473011697307},ACN_1,ACN_0,infotainment,False,5.578043281103453,True,ACN_0,0.4421956718896547
REQ_4_i,5.794362666232217,"(74.15799452374574, 29.50484749448343)",16.77965431081887,30,20.38386744265513,{'ACN_0': 16.77965431081887},ACN_0,ACN_0,infotainment,False,4.7968810434091065,True,ACN_0,0.5203118956590893
REQ_5_a,6.632817592790525,"(51.074347539379936, 39.452716290891814)",20.0,25,10.566604146243913,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,3.8557137675116127,True,ACN_0,0.6144286232488387
REQ_6_i,9.099425452180089,"(53.459280852787614, 85.1941926224007)",20.0,35,19.32987523372468,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,6.097840383065085,True,ACN_0,0.3902159616934915
REQ_7_i,10.123874701558087,"(29.722026980174647, 35.24458127881713)",14.02634105672468,40,20.920302015236953,{'ACN_0': 14.02634105672468},ACN_0,ACN_0,infotainment,False,3.3795942131565893,True,ACN_0,0.6620405786843411
REQ_8_i,11.427503829029341,"(26.050601795735822, 38.184409714735516)",14.159162062938039,40,18.05446699061318,{'ACN_0': 14.159162062938039},ACN_0,ACN_0,infotainment,False,3.486894258898149,True,ACN_0,0.651310574110185
REQ_9_a,11.613887032830728,"(27.17222915665159, 35.749543568731866)",32.62364891854321,30,8.453758997564723,{'ACN_0': 32.62364891854321},ACN_0,ACN_0,adas,False,5.36092479940657,True,ACN_0,0.463907520059343
REQ_10_a,11.86583406280367,"(37.14834867286783, 40.566177449173956)",30.77850179289777,20,9.526283709262428,{'ACN_0': 30.77850179289777},ACN_0,ACN_0,adas,False,4.885395930433344,True,ACN_0,0.5114604069566656
REQ_11_i,14.194185835606707,"(25.192797282872117, 74.27508989715855)",20.0,40,20.416815256076408,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,4.439322362038576,True,ACN_0,0.5560677637961424
REQ_12_a,14.368325831318712,"(23.385306222922026, 78.6044659348198)",20.0,25,10.61271700336091,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,4.4279070848599495,True,ACN_0,0.557209291514005
REQ_13_a,14.747075182608107,"(22.46878577371, 80.12976493976959)",20.0,20,9.705550705065695,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,4.783747135785194,True,ACN_0,0.5216252864214805
REQ_14_i,15.616778813213246,"(28.31909964564755, 83.32436907520987)",19.118561716941624,35,14.376797593540104,{'ACN_0': 19.118561716941624},DCN_12,ACN_0,infotainment,False,5.115314190838309,True,ACN_0,0.48846858091616907
REQ_15_s,16.46947552271122,"(26.193546337951297, 84.82008234846262)",17.016480106190976,25,1.9420669001840223,{'ACN_0': 17.016480106190976},DCN_8,ACN_0,safety-critical,False,5.680715225434777,True,ACN_0,0.4319284774565223
REQ_16_s,17.80584798047382,"(50.45636776106711, 100.0)",20.0,20,2.007481254694422,{'ACN_0': 20.0},ACN_0,ACN_0,safety-critical,False,5.70264845768355,True,ACN_0,0.429735154231645
REQ_17_a,17.86992705432336,"(15.606213170453708, 95.3841765415177)",28.583285292600763,25,10.202162693772385,{'ACN_0': 28.583285292600763},ACN_0,ACN_0,adas,False,6.585990107795613,True,ACN_0,0.3414009892204386
REQ_18_a,19.806836911995596,"(93.58237040728186, 52.19961815304135)",20.0,30,9.95861960870153,{'ACN_0': 20.0},ACN_1,ACN_0,adas,False,7.4849225776779775,True,ACN_0,0.2515077422322022
