Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.7524048324595396,0.30582114288225815,38.58333356502191,28.15758313994596,0.008257918513280426,76.85453504687797,20.366993389560065
All-Cloud,0.19505356735810347,-0.8556973360536717,113.16461406599497,117.13088368776107,0.0010263846462398448,0.0,100.0
All-Local,0.5772053795304308,-0.07633622937688148,68.66951490939593,38.00075884441835,0.12662329759634733,31.80375167409546,55.50490084340096
Lowest Utilization First,0.8147025302028721,0.3968524476480868,31.490736209528844,26.397556011028165,0.13769033261141092,83.3401382842698,12.860724868930932
GNN,0.9263733758832915,0.5924846951470935,29.469297555653934,27.003577326743862,3.3591885487365376,81.05069631757864,11.942101664007295
GNN+LSTM(3),0.9497378618646,0.6540148611845278,30.38757281028586,29.219774603525796,4.726809261870705,76.12518070062278,12.947344426715295
GNN+LSTM(5),0.9463642580351037,0.6473876381755742,30.332701403667006,29.19754526311943,4.909430833837832,75.9715590993774,13.0635969911101
GNN+LSTM(10),0.9467061773421472,0.6586870049211689,30.565335659203345,29.97135001890185,5.217871014882199,74.2529651981652,13.289263733758833
GNN+LSTM(20),0.9367905174378847,0.6399327969631304,31.143223887696724,29.63979169911713,5.815602995579243,74.5651579759338,13.663095509459765
GNN+LSTM(30),0.9324139503077273,0.6097605876983373,29.584056333717466,27.16046857939248,6.53227920653963,79.69892002446181,12.078869386824708
GNN+Trans(3),0.9550490084340095,0.6553032142661347,30.130821817510256,28.620893178659237,5.691427181270853,77.67040715703423,12.666970594939594
GNN+Trans(5),0.9586505584682015,0.664274622024088,29.61238963593415,28.217352109198902,5.8487335098124,78.13861822422018,12.318212901755187
GNN+Trans(10),0.9186915887850468,0.5989282167562592,31.993851291814423,27.975659540491034,6.21348186046843,75.91841606353942,14.340095737405973
GNN+Trans(20),0.9605197173467062,0.6863816455162143,30.76994265421472,29.82511751272817,6.975144189991548,73.8491548230518,13.66081604741281
GNN+Trans(30),0.9610439936175063,0.676814281743699,29.990280370601393,28.897471770740676,7.643858691350947,76.82744363039363,12.664691132892639
