Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.9501804285296468,4.993844842468665,5.105060297664811,1998.453784050253
GNN+LSTM,1.0,0.9400682710908762,4.9058748789123685,7.875675312663716,1996.926031695653
Random,1.0,0.7947308661380026,5.670286418256963,7.130001152676062,1999.0763195693485
