request_idx,reward,latency_all,latency_success,processing_time,success
30,0.5939954413124621,16.175857883989035,16.81778501554228,0.014031946659088135,0.9
31,0.656512752173671,16.865893341454587,16.886748170944795,0.013725042343139648,0.95
32,0.7388208921585946,17.974198166514967,17.974198166514967,0.013918280601501465,1.0
33,0.7504858439351549,15.95139495723582,15.95139495723582,0.013834691047668457,1.0
34,0.7100441338749721,16.462635109319525,16.462635109319525,0.013388228416442872,1.0
35,0.654179644264512,16.229506099152708,15.389127370484774,0.013557720184326171,0.95
36,0.7460035912968727,14.407480778898357,14.407480778898357,0.013572502136230468,1.0
37,0.73858512106357,16.641318787781533,16.641318787781533,0.013670408725738525,1.0
38,0.6300028816081268,11.742957495392842,11.519291614724306,0.013356673717498779,0.95
39,0.7340975166189746,14.958982857863152,14.958982857863152,0.013505828380584717,1.0
40,0.6641255801334125,13.799822078242311,13.471198548907426,0.01361774206161499,0.95
41,0.7320889837997859,15.240954518730462,15.240954518730462,0.013661789894104003,1.0
42,0.6759179809918294,16.67738232517089,16.682017871438905,0.013441479206085205,0.95
43,0.5796429320662406,15.990638913210656,16.41642270352306,0.013603520393371583,0.9
44,0.7242995075947153,18.443865447554955,18.443865447554955,0.013157045841217041,1.0
45,0.6812237613884002,16.295938219501135,16.295938219501135,0.013545346260070801,1.0
46,0.7455018898361893,17.685678939475373,17.685678939475373,0.013277769088745117,1.0
47,0.6369279765970254,18.549218534093274,18.988478750999572,0.013503921031951905,0.95
48,0.6376590071118382,17.70123490960727,17.950169903000187,0.01350102424621582,0.95
49,0.7256067399266134,15.759477609693864,15.759477609693864,0.013320338726043702,1.0
50,0.6397822250973041,14.811790083984786,15.040299928074537,0.013917267322540283,0.95
51,0.6198429797401432,15.912534630513154,16.16258551842358,0.01380237340927124,0.95
52,0.6403294097205139,17.640057443403826,16.95845559981247,0.013945484161376953,0.95
53,0.5726767204748906,16.965902501603185,16.38347763029175,0.013632416725158691,0.9
54,0.6259197680831716,15.443748179121773,15.540768735231177,0.0135764479637146,0.95
55,0.6330516552578995,17.024923752200554,16.337983686448272,0.013686585426330566,0.95
56,0.7177139308488142,17.20314140371365,17.20314140371365,0.014184820652008056,1.0
57,0.6080805560284559,15.695390896056221,15.677960212086754,0.014043676853179931,0.95
58,0.6407732210488148,16.991672681254915,17.342432468711433,0.013705635070800781,0.95
59,0.5660823409471896,17.6270130696032,16.772995504780663,0.013880157470703125,0.9
60,0.580906170499008,14.70479132745005,14.598274664937826,0.013344120979309083,0.9
61,0.7224535579974201,17.76341894066374,17.76341894066374,0.013386237621307372,1.0
62,0.7145077194606946,16.674980000247924,16.674980000247924,0.013586628437042236,1.0
63,0.6968779607623987,18.205160965235805,18.205160965235805,0.013855397701263428,1.0
64,0.7066931185289838,17.23333615164722,17.23333615164722,0.013646793365478516,1.0
65,0.50723339662361,15.432297810222613,16.020550390952568,0.013520634174346924,0.85
66,0.575234455216813,16.18386232292594,16.602359854596077,0.01360635757446289,0.9
67,0.7291128136031789,14.805348862034197,14.805348862034197,0.0138275146484375,1.0
68,0.7363655219888188,15.905375060811744,15.905375060811744,0.013483715057373048,1.0
69,0.6800288410582173,15.5729684450408,15.565618803504142,0.0135017991065979,0.95
70,0.6406562902131487,15.175381497426466,15.433684715455591,0.013300824165344238,0.95
71,0.6580195462810006,16.8361940151757,17.055211839112765,0.013879036903381348,0.95
72,0.5604707640585647,18.755068378009035,19.191458087473748,0.013642287254333496,0.9
73,0.6117423727007831,15.300140991299164,15.824535063999523,0.013656699657440185,0.9
74,0.7070904430005128,16.007026148414955,16.007026148414955,0.013571131229400634,1.0
75,0.7183971367557902,16.137432181281632,16.137432181281632,0.013479053974151611,1.0
76,0.7205353288254125,15.195213481864226,15.195213481864226,0.01353381872177124,1.0
77,0.7217469978595898,17.09359576517442,17.09359576517442,0.013846635818481445,1.0
78,0.7460848023592449,18.705363409663857,18.705363409663857,0.013711643218994141,1.0
79,0.7048964507658818,18.017035216704684,18.017035216704684,0.013608860969543456,1.0
80,0.7234506567603174,18.134414624985915,18.134414624985915,0.013686954975128174,1.0
81,0.7087600172616436,17.530319769632367,17.530319769632367,0.013716185092926025,1.0
82,0.6317554845591316,18.321294685969185,18.64366635146812,0.013635349273681641,0.95
83,0.706270930996664,16.29725440656519,16.29725440656519,0.013541877269744873,1.0
84,0.4982265710987844,15.270851831145313,15.64677205231676,0.013727593421936034,0.85
85,0.5847440027532075,15.214401189671673,15.194959722254952,0.013731253147125245,0.9
86,0.7199035744951091,14.985725922896261,14.985725922896261,0.01383068561553955,1.0
87,0.7279945206317608,14.675411982218133,14.675411982218133,0.01416374444961548,1.0
88,0.7279673488139898,14.024042256635784,14.024042256635784,0.014076268672943116,1.0
89,0.7623522309673515,16.52586253834317,16.52586253834317,0.013679277896881104,1.0
90,0.6641864167040332,16.735579056272236,16.755728469140077,0.013902676105499268,0.95
91,0.7039885391054029,15.472175451730715,15.472175451730715,0.0142492413520813,1.0
92,0.6388905189162237,15.693291226588292,15.89665669458728,0.014140629768371582,0.95
93,0.7368355474523481,13.751706159525591,13.751706159525591,0.013815295696258546,1.0
94,0.5398996987584253,18.09733420751156,18.744526680468102,0.013635361194610595,0.9
95,0.7128947721521741,15.60877090127419,15.60877090127419,0.013789546489715577,1.0
96,0.6576193177304349,17.207272552113416,17.31329795015185,0.013882529735565186,0.95
97,0.6388143208010878,16.71547482826842,15.88162639286026,0.013852143287658691,0.95
98,0.5650366133173941,17.40922626676477,17.308340226478453,0.014110076427459716,0.9
99,0.5733786403544968,18.18263268954113,17.78445257732474,0.013712573051452636,0.9
100,0.7319251490888186,16.80307416683836,16.80307416683836,0.014030170440673829,1.0
101,0.6298931799586011,14.970835353225933,15.050647229238814,0.014245402812957764,0.95
102,0.6624826200607904,14.897396067141273,15.108786573420332,0.013831019401550293,0.95
103,0.7497804119392579,16.139023359427014,16.139023359427014,0.013887202739715577,1.0
104,0.7145290387331092,15.495918699573668,15.495918699573668,0.013853609561920166,1.0
105,0.5686629764018074,14.629710503377499,14.769079788225362,0.013792169094085694,0.9
106,0.7369422682099455,16.45488777013214,16.45488777013214,0.013914012908935547,1.0
107,0.505498419494829,16.457097734929636,17.490807612403245,0.013995683193206787,0.85
108,0.7289423356916863,16.643900609848032,16.643900609848032,0.013609695434570312,1.0
109,0.6429315626671721,19.44470919932818,18.82210283808411,0.01333385705947876,0.95
110,0.6617141796252624,16.70259241724533,15.951888125053944,0.013614404201507568,0.95
111,0.5601710818934074,15.73637631057225,16.11789841654594,0.013696908950805664,0.9
112,0.7111201969698893,17.588120446171178,17.588120446171178,0.013455367088317871,1.0
113,0.732117834121731,19.096078270280394,19.096078270280394,0.0134710431098938,1.0
114,0.662099002502222,16.86809691281185,16.87462449401556,0.013371896743774415,0.95
115,0.7104743135267932,18.338705503462382,18.338705503462382,0.013369429111480712,1.0
116,0.6534823180656458,17.59965197647508,16.901180820943505,0.01401611566543579,0.95
117,0.7190529874360923,19.416732239616827,19.416732239616827,0.013667118549346925,1.0
118,0.5573520022593532,19.462180935531812,19.714488634982057,0.013930416107177735,0.9
119,0.7354933231639862,17.42687352179948,17.42687352179948,0.013657033443450928,1.0
120,0.7217079812236686,15.804244262997333,15.804244262997333,0.013600814342498779,1.0
121,0.7244867479862942,18.197853171520187,18.197853171520187,0.013633227348327637,1.0
122,0.5292085821114201,16.751194617812754,17.423154181644495,0.014184033870697022,0.85
