Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%),Avg Processing Time (ms)
GNN,1.0,1.1753554286645589,4.786211970826527,0.042986812210260364,1997.1000706944835,0.00014763269865140685
GNN+LSTM(3),1.0,1.1746705618370408,4.7774689700392505,0.0011108058208207823,1997.6930023894106,0.00020715842705069362
GNN+LSTM(5),1.0,1.149491251787483,4.778411981133722,0.0022324807356214867,1995.888392397905,0.00020612199221203126
GNN+LSTM(10),1.0,1.1761522601438645,4.780982448282056,0.0011147750832717976,1997.7983548972265,0.0002363203606754334
Random,1.0,0.47026436626032847,6.006281421480044,4.616376596446354,1999.1725353142847,6.667811608248986e-07
