Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.6209613703161376,0.05568114248058987,57.9192860175829,37.93420979175018,41.736891140724616,52.176140873785414,7.196294589632028
GNN+LSTM(3),0.6259502977338853,0.06416042178893372,58.052065237577196,37.627597096399725,42.05988123244655,54.75821855733365,10.610314574176753
GNN+LSTM(10),0.6254837967321492,0.06300557244709983,58.01946003264112,37.88672199679862,41.97488513274704,53.52403795430649,10.425691456008487
GNN+LSTM(20),0.6203691088776868,0.055344036672236606,57.99870992357619,37.86039807740501,41.98752330267968,56.02795090870203,10.816006867099635
GNN+LSTM(30),0.6273002268716914,0.06743253463702291,57.715447434721995,37.52857409682223,41.679191716766866,53.836545849491834,10.807374095371268
GNN+Trans(3),0.6186294855617316,0.04945547267382248,58.50449379278415,38.1461522102553,42.50966411375154,54.38032472563387,10.646906907763698
GNN+Trans(10),0.6235486098035524,0.0593982744164746,58.200025542618384,37.799160028531844,42.152643506102,53.738266562641826,10.45138443970413
GNN+Trans(20),0.625514834571731,0.06308016804055,57.99974285525737,37.73947193939316,41.982315999958345,53.89694807581207,10.69378833973169
GNN+Trans(30),0.6224371901520881,0.06083368279053141,57.44687616770174,37.84162873508894,41.23663994655979,55.00880625289825,10.837168471966097
Random,0.6505196480446341,0.125213407400845,53.17820025310519,36.3055898595822,36.62418058841308,71.28773868689724,0.009311140891183838
Greedy,0.7835253867304746,0.3771911030480774,45.83602067391705,30.519543451162864,30.460129737396493,75.76786075743843,0.16777106087111765
Lowest Utilization First,0.7023172344310812,0.23453827588202494,47.69133728637806,34.32826553599036,30.820974907702897,77.02279854465924,0.1608806232003394
