req_id,timestamp,position,compute_demand,max_latency,process_time,allocations,home_room,target_room,type,completed,total_latency,is_success,action,reward
REQ_2_s,2.980983147052918,"(41.08567549372391, 42.51063103922596)",20.0,20,2.044700896002992,{'EC_0': 20.0},DCN_9,EC_0,safety-critical,False,4.2671019369616925,True,EC_0,0.5732898063038308
REQ_3_a,5.4205013664123065,"(40.08061009022545, 53.43399947567211)",32.94957438923683,25,10.872776439259914,{'ACN_0': 32.94957438923683},ACN_0,ACN_0,adas,False,4.292276323535887,True,ACN_0,0.5707723676464113
REQ_4_i,8.382291674665995,"(41.388664562219454, 58.01460119764959)",20.0,35,18.38015815445239,{'DCN_4': 20.0},ACN_0,DCN_4,infotainment,False,4.912013459691405,True,DCN_4,0.5087986540308596
REQ_5_i,8.534146435070607,"(31.995341437433193, 39.80301220593148)",18.009461534417575,35,21.78636347235467,{'DCN_10': 18.009461534417575},ACN_0,DCN_10,infotainment,False,4.459850655398717,True,DCN_10,0.5540149344601283
REQ_6_i,8.582841300374826,"(99.7720687303439, 35.10348988324502)",16.86120040925497,35,20.55609464134337,{'ACN_0': 16.86120040925497},ACN_1,ACN_0,infotainment,False,6.994649211845795,True,ACN_0,0.3005350788154204
REQ_7_i,9.611984156917247,"(98.46110330869178, 34.93713918800392)",13.806914515986074,40,17.053407668766546,{'ACN_0': 13.806914515986074},ACN_1,ACN_0,infotainment,False,6.463464120839241,True,ACN_0,0.3536535879160758
REQ_8_a,10.028290329674414,"(39.14313554438436, 4.121722850095622)",20.0,30,10.887769212532099,{'ACN_0': 20.0},DCN_11,ACN_0,adas,False,7.0842581457631635,True,ACN_0,0.29157418542368363
REQ_9_i,10.415768935328167,"(67.2913623675889, 30.063643703876846)",20.0,40,23.79798380367489,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,4.004956530926582,True,ACN_0,0.5995043469073418
REQ_10_a,10.757212022922127,"(51.45821112526569, 32.56221835225267)",20.0,30,11.218722266363233,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,2.923369145955017,True,ACN_0,0.7076630854044983
REQ_11_i,11.686468665245235,"(24.259115856365394, 79.89522271275158)",20.0,35,22.701580414238062,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,4.644205059660857,True,ACN_0,0.5355794940339142
REQ_12_i,12.287794527638138,"(0.0, 1.3716438014882546)",18.643591407709486,35,23.150584999637616,{'ACN_0': 18.643591407709486},ACN_0,ACN_0,infotainment,False,8.576382658484228,True,ACN_0,0.14236173415157716
REQ_13_i,13.139591800291711,"(3.06560917835857, 2.3240470340288013)",18.32343739501215,35,21.91921022068729,{'ACN_0': 18.32343739501215},ACN_0,ACN_0,infotainment,False,8.041474081371307,True,ACN_0,0.1958525918628693
REQ_14_a,13.20283748264463,"(84.49780588520555, 43.35900713343541)",28.82604252815911,25,9.92448488652276,{'ACN_0': 28.82604252815911},ACN_1,ACN_0,adas,False,5.857749383159448,True,ACN_0,0.41422506168405515
REQ_15_a,13.48299821520354,"(84.65481409667437, 41.805710514740795)",20.0,20,9.640573519869243,{'ACN_0': 20.0},ACN_1,ACN_0,adas,False,4.671443536884365,True,ACN_0,0.5328556463115635
REQ_16_i,14.398650511616667,"(65.80734818310128, 38.196780111562184)",20.0,35,22.141362644668764,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,3.5053659240045647,True,ACN_0,0.6494634075995436
REQ_17_i,16.955538937288182,"(29.736556111458007, 33.89179649877849)",20.0,35,16.782976336916366,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,4.241727696693047,True,ACN_0,0.5758272303306953
REQ_18_i,17.42594937805283,"(32.12515310905783, 94.3436056055545)",19.737400699681775,30,17.98930489166247,{'ACN_0': 19.737400699681775},ACN_0,ACN_0,infotainment,False,5.050533027524808,True,ACN_0,0.49494669724751916
REQ_19_s,17.562039981892003,"(29.26045193082856, 92.81182824249758)",20.0,20,2.001599646876995,{'ACN_0': 20.0},ACN_0,ACN_0,safety-critical,False,5.065169398302971,True,ACN_0,0.4934830601697029
REQ_20_s,17.836260065148437,"(59.393929487787304, 3.489859955376362)",16.759801187759702,20,2.010866122720231,{'ACN_0': 16.759801187759702},ACN_0,ACN_0,safety-critical,False,5.20201316148834,True,ACN_0,0.479798683851166
REQ_21_a,19.30952900754886,"(64.14318801481865, 0.0)",30.267330824709386,30,10.91418050751831,{'ACN_0': 30.267330824709386},ACN_0,ACN_0,adas,False,6.987846511812539,True,ACN_0,0.301215348818746
REQ_22_i,20.859987001939043,"(56.63260530770712, 58.163706626480206)",12.69471926537988,30,18.974828021614464,{'ACN_0': 12.69471926537988},ACN_0,ACN_0,infotainment,False,2.7395568570658178,True,ACN_0,0.7260443142934182
REQ_23_i,22.46684165046954,"(64.92842609836012, 46.63910596368649)",20.0,40,13.981013236846398,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,3.2308616069411755,True,ACN_0,0.6769138393058824
REQ_24_i,23.70984728550735,"(63.4668980577121, 51.91216798949074)",20.0,40,19.03284338478798,{'ACN_0': 20.0},DCN_14,ACN_0,infotainment,False,2.662808091558049,True,ACN_0,0.7337191908441951
REQ_25_s,24.13967572752891,"(60.94198106208323, 47.54665945838479)",24.169591105410774,20,1.9508199634786496,{'ACN_0': 24.169591105410774},ACN_0,ACN_0,safety-critical,False,3.484568733377949,True,ACN_0,0.6515431266622052
REQ_26_i,24.681068624131903,"(38.746653037811406, 56.82777149057608)",20.0,40,21.7861825529015,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,3.229181676135185,True,ACN_0,0.6770818323864816
