Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%),Avg Processing Time (ms)
GNN,1.0,1.1759395679762414,4.786651296738796,0.044813789728021206,1996.5395742743347,0.00016092535174493312
GNN+LSTM(3),1.0,1.1718058124306563,4.779455959396868,0.0,1998.3086743634865,0.00020613242560471058
GNN+LSTM(5),1.0,1.1620383924926183,4.784430751659181,0.0,1997.1647163877901,0.00020671562970995492
GNN+LSTM(10),1.0,1.1801165176256765,4.7666910235921645,0.0,1998.1395728955408,0.00020670012868777215
Random,1.0,0.45714896020124074,6.024606692416506,4.800854522205758,1999.2648738499956,6.67670280775447e-07
