Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.8282984859408796,0.3981624834406126,26.365405767624868,22.18055832191422,0.014651521299069272,20.31175364647703,6.609949531362654
All-Cloud,0.19479452054794522,-0.857055709890237,113.87857392471581,118.10166300620546,0.0015959416522168392,0.0,100.0
All-Local,0.8468853640951695,0.44977767027529336,33.19508437893353,20.679605041983663,0.2377791084999134,15.996329425900807,19.316510454217735
Lowest Utilization First,0.8772530641672674,0.49863214110247045,19.979031141419515,20.14336251799703,0.2648428144778119,22.03755244422951,0.0
GNN,0.9502883922134102,0.6393507012845847,16.58805001885374,16.617912617822043,4.784400540457067,22.03755244422951,0.0
GNN+LSTM(3),0.8953064167267484,0.546437580230047,18.24836162369293,18.348646197865932,6.913026738871579,22.03724593925884,0.0
GNN+LSTM(10),0.9646863734679164,0.6652166051750318,16.35392510317761,16.330895724300454,7.721682444010695,22.03591851320915,0.0
GNN+LSTM(20),0.9618385003604902,0.6574086037327938,16.495798518874647,16.457708865893007,9.1086331562078,22.03234821777041,0.0
GNN+LSTM(30),0.9645421773612113,0.6676248070462958,16.107014034718958,16.065238428919947,10.592108460407765,22.030960123121705,0.0
GNN+Trans(3),0.9614708002883923,0.6546624417580554,16.489473571139815,16.464968430715768,8.561658826592849,22.03724593925884,0.0
GNN+Trans(10),0.9651982696467195,0.6626972848668462,16.534961010684867,16.510077538540052,9.387579216919276,22.035918513209147,0.0
GNN+Trans(20),0.9655515501081471,0.6629366960245209,16.625651798696396,16.600871016279854,10.423880912626743,22.032348217770405,0.0
GNN+Trans(30),0.964592645998558,0.6649226323775963,16.293934264531806,16.271560367922426,11.63113317991558,22.030960123121705,0.0
