Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.6651966563069339,0.1601848453691172,51.42332965985401,35.857438108688335,0.008765293871930988,85.18529254193477,34.14907298253135
All-Cloud,0.19552566713106848,-0.854686397519014,113.08703784810088,117.05564087266981,0.0009493446595389517,0.0,100.0
All-Local,0.5218090236844926,-0.19656618213732893,75.84558462765293,43.653837695139565,0.14586480097453344,36.72356136187421,62.75854677955203
Lowest Utilization First,0.7193012538848998,0.2737922701961679,46.21430543328711,34.59197684174914,0.16051557539053865,88.06464913482436,28.66680955953274
GNN,0.763728432108027,0.34739879929680834,45.19837575324197,33.34546430255688,5.095721426890116,86.8344946866499,28.081663272961098
GNN+LSTM(3),0.757866252277355,0.33706321910317394,45.221318002950625,33.7534335001179,7.12970605860849,86.74197555908148,27.99753509806023
GNN+LSTM(10),0.7670721251741507,0.35267918989128083,45.11761891085976,33.41803037540357,7.317199188085655,86.7863995737357,27.962169113707
GNN+LSTM(20),0.7711981566820276,0.36053768712274215,45.12555474700192,33.15033862879161,8.140487257479446,86.94977471645873,28.099346265137715
GNN+LSTM(30),0.7768299217661558,0.36992558007957616,45.02751748237549,32.98560774932512,8.618011686429119,86.880357980513,28.03075768942235
GNN+Trans(3),0.780613010395456,0.37670322777560106,44.94436456566797,32.82369315224782,7.77556899914646,87.02611377421394,28.0275425999357
GNN+Trans(10),0.7726663808809345,0.36342442880783093,45.11760680208751,32.96092885175964,7.931475236400276,87.0379484314285,28.174365019826386
GNN+Trans(20),0.7866788125602829,0.38759160287381716,44.85171170421454,32.58328455908235,8.738053271706853,87.100925420184,28.016289786732397
GNN+Trans(30),0.7464901939770657,0.3179512902410672,45.395529164496466,34.02693450200624,9.223525790638792,86.94074956286023,28.070410459757795
