Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,0.5193978143844616,4.803929276536347,0.04185159238246501,1996.8816132495856
GNN+LSTM,1.0,0.5220083600374695,4.779482297322909,0.008682046047198725,1997.6047852383215
Random,1.0,0.37038104878995143,6.032126555315763,5.322420268754026,1995.6076317996108
