Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%),rate
Random,0.8282984859408796,0.3981624834406126,26.365405767624868,22.18055832191422,0.014651521299069272,20.31175364647703,6.609949531362654,1
All-Cloud,0.19479452054794522,-0.857055709890237,113.87857392471581,118.10166300620546,0.0015959416522168392,0.0,100.0,1
All-Local,0.8468853640951695,0.44977767027529336,33.19508437893353,20.679605041983663,0.2377791084999134,15.996329425900807,19.316510454217735,1
Lowest Utilization First,0.8772530641672674,0.49863214110247045,19.979031141419515,20.14336251799703,0.2648428144778119,22.03755244422951,0.0,1
GNN,0.9502883922134102,0.6393507012845847,16.58805001885374,16.617912617822043,4.784400540457067,22.03755244422951,0.0,1
GNN+LSTM(3),0.8953064167267484,0.546437580230047,18.24836162369293,18.348646197865932,6.913026738871579,22.03724593925884,0.0,1
GNN+LSTM(10),0.9646863734679164,0.6652166051750318,16.35392510317761,16.330895724300454,7.721682444010695,22.03591851320915,0.0,1
GNN+LSTM(20),0.9618385003604902,0.6574086037327938,16.495798518874647,16.457708865893007,9.1086331562078,22.03234821777041,0.0,1
GNN+LSTM(30),0.9645421773612113,0.6676248070462958,16.107014034718958,16.065238428919947,10.592108460407765,22.030960123121705,0.0,1
GNN+Trans(3),0.9614708002883923,0.6546624417580554,16.489473571139815,16.464968430715768,8.561658826592849,22.03724593925884,0.0,1
GNN+Trans(10),0.9651982696467195,0.6626972848668462,16.534961010684867,16.510077538540052,9.387579216919276,22.035918513209147,0.0,1
GNN+Trans(20),0.9655515501081471,0.6629366960245209,16.625651798696396,16.600871016279854,10.423880912626743,22.032348217770405,0.0,1
GNN+Trans(30),0.964592645998558,0.6649226323775963,16.293934264531806,16.271560367922426,11.63113317991558,22.030960123121705,0.0,1
Random,0.749833829933532,0.34212892846351745,38.721615689066645,28.262631362138258,0.01322416955386994,76.50030301836426,20.49851019940408,5
All-Cloud,0.19511803804721523,-0.855532943464042,113.1728868554786,117.18431857265952,0.0014960219383021165,0.0,100.0,5
All-Local,0.581022232408893,-0.07775044933363172,68.34707892515543,37.910020620156,0.2346952068622632,31.797857923290874,55.17419206967683,5
Lowest Utilization First,0.8138551455420582,0.48660468448663147,31.63151745408026,26.492634466457346,0.25471387148832414,82.97782142376292,12.987050194820076,5
GNN,0.7672129268851707,0.3945219167560338,32.78310583297141,28.18465403101099,4.666551367667681,80.36937263397151,13.7646115058446,5
GNN+LSTM(3),0.7723068989227596,0.403167937825783,32.791798640859824,28.064860583852386,6.9066137533080765,80.34060393963036,13.81675452670181,5
GNN+LSTM(10),0.8306383222553289,0.5046660988299123,31.965332142332617,26.596500706819768,7.688365881797673,80.4938465738028,13.7531515012606,5
GNN+LSTM(20),0.7917717167086867,0.43667542414361715,32.5127908820998,27.641231503877748,9.28230431684791,80.30651942623133,13.797845519138207,5
GNN+LSTM(30),0.775137520055008,0.410246484071242,32.568202113824746,27.910244570900883,10.581225744223829,80.51147524722883,13.689548475819391,5
GNN+Trans(3),0.7663075865230347,0.39381167394832906,32.8040116249555,28.088751481587504,8.80722630168767,80.80849751826923,13.7393994957598,5
GNN+Trans(10),0.7732752693101077,0.4070094328053749,32.63188316954458,27.939558472460874,9.507261037334729,80.66551434586282,13.707311482924592,5
GNN+Trans(20),0.787583085033234,0.42922576862310735,32.64594512576394,27.95533003048796,10.95035702516091,79.8817084853888,13.834517533807015,5
GNN+Trans(30),0.7698773779509511,0.3982742022173371,32.81988046146356,28.210717217558507,12.000923372041788,80.16357538193482,13.80758652303461,5
Random,0.6651966563069339,0.1601848453691172,51.42332965985401,35.857438108688335,0.01397842431346929,85.18529254193477,34.14907298253135,8
All-Cloud,0.19552566713106848,-0.854686397519014,113.08703784810088,117.05564087266981,0.001560430564549227,0.0,100.0,8
All-Local,0.5218090236844926,-0.19656618213732893,75.84558462765293,43.653837695139565,0.23755020886266773,36.72356136187421,62.75854677955203,8
Lowest Utilization First,0.7193012538848998,0.2737922701961679,46.21430543328711,34.59197684174914,0.2596288028349512,88.06464913482436,28.66680955953274,8
GNN,0.763728432108027,0.34739879929680834,45.19837575324197,33.34546430255688,4.747880224424752,86.8344946866499,28.081663272961098,8
GNN+LSTM(3),0.757866252277355,0.33706321910317394,45.221318002950625,33.7534335001179,6.904183943138004,86.74197555908148,27.99753509806023,8
GNN+LSTM(10),0.7670721251741507,0.35267918989128083,45.11761891085976,33.41803037540357,7.6901050973789395,86.7863995737357,27.962169113707,8
GNN+LSTM(20),0.7711981566820276,0.36053768712274215,45.12555474700192,33.15033862879161,8.934928752284714,86.94977471645873,28.099346265137715,8
GNN+LSTM(30),0.7768299217661558,0.3699255146148379,45.02751748237549,32.98560774932512,9.986441419791745,86.880357980513,28.03075768942235,8
GNN+Trans(3),0.7804468974386454,0.37643445190866864,44.944440093015515,32.821372540673124,8.315360286767019,87.02713247372323,28.02700675168792,8
GNN+Trans(10),0.7726663808809345,0.36342442880783093,45.11760680208751,32.96092885175964,9.286607258471374,87.0379484314285,28.174365019826386,8
GNN+Trans(20),0.7866788125602829,0.38759160287381716,44.85171170421454,32.58328455908235,10.587650527909132,87.100925420184,28.016289786732397,8
GNN+Trans(30),0.7464901939770657,0.3179512902410672,45.395529164496466,34.02693450200624,11.821002272110304,86.94074956286023,28.070410459757795,8
