req_id,timestamp,position,compute_demand,max_latency,process_time,allocations,home_room,target_room,type,completed,total_latency,is_success,action,reward
REQ_2_s,0.15685575667419707,"(7.653996418536021, 44.53062672470095)",21.617975097239373,20,1.9729477683486158,{'ACN_0': 21.617975097239373},ACN_0,ACN_0,safety-critical,False,6.083276728337353,True,ACN_0,0.7833446543325293
REQ_3_s,0.20883074050559378,"(49.43426673347195, 50.37969309977035)",20.0,25,1.9488587553502486,{'ACN_0': 20.0},ACN_0,ACN_0,safety-critical,False,2.8303074829653294,True,ACN_0,1.433938503406934
REQ_4_i,0.24381958587815203,"(56.154301800825785, 45.137619526921)",11.925122305392852,30,18.064066280633313,{'ACN_0': 11.925122305392852},DCN_16,ACN_0,infotainment,False,2.2723182202720174,True,ACN_0,1.5455363559455966
REQ_5_i,0.3003894677898886,"(91.49677589135379, 65.54671537612636)",12.254968350784054,40,15.388138476358575,{'ACN_0': 12.254968350784054},ACN_1,ACN_0,infotainment,False,5.466431948648858,True,ACN_0,0.9067136102702282
REQ_6_s,0.635549901866029,"(91.4610863076385, 49.481303626348655)",20.0,15,1.9932769619154662,{'ACN_0': 20.0},ACN_1,ACN_0,safety-critical,False,6.421897368142653,True,ACN_0,0.7156205263714694
REQ_7_a,0.708850669448956,"(100.0, 51.51500532367666)",30.54294938307143,25,10.392538443271683,{'ACN_0': 30.54294938307143},ACN_1,ACN_0,adas,False,8.381693421529743,True,ACN_0,0.3236613156940513
REQ_8_s,0.7877983888265835,"(54.2088130499517, 41.605304414771034)",20.0,20,2.089879549544093,{'ACN_0': 20.0},DCN_16,ACN_0,safety-critical,False,3.0961793175885113,True,ACN_0,1.3807641364822976
REQ_9_i,0.7989075098894227,"(44.13024883526691, 45.82915167585421)",20.0,30,20.762325605374194,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,2.6907891012409246,True,ACN_0,1.461842179751815
REQ_10_a,1.0604636937877123,"(0.0, 0.0)",20.0,30,11.65303202750639,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,8.933854556195161,True,ACN_0,0.21322908876096758
REQ_11_a,1.1278941519505103,"(4.396185795115279, 0.0)",20.0,25,11.557416289837056,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,8.495957344357501,True,ACN_0,0.3008085311284996
REQ_12_a,1.2966912737263243,"(65.10509645924913, 35.97686848642512)",20.0,25,10.503245854630402,{'ACN_0': 20.0},ACN_0,ACN_0,adas,False,3.0729015846532155,True,ACN_0,1.3854196830693568
REQ_13_i,1.4995343530777434,"(27.474389482194095, 59.36463771220618)",12.641006927739987,35,21.780044866099836,{'ACN_0': 12.641006927739987},ACN_0,ACN_0,infotainment,False,3.0847702209738888,True,ACN_0,1.3830459558052222
REQ_14_i,1.6711925671933616,"(11.075493948511772, 81.34032832450808)",20.0,30,20.06296482331779,{'ACN_0': 20.0},ACN_0,ACN_0,infotainment,False,5.321474767812925,True,ACN_0,0.935705046437415
REQ_15_i,1.8271743419282465,"(12.761185386342712, 79.87180537389087)",19.067649581737953,35,22.83315359523525,{'ACN_0': 19.067649581737953},ACN_0,ACN_0,infotainment,False,5.0907883206457285,True,ACN_0,0.9818423358708543
REQ_16_i,1.9058655658125947,"(2.909192779284327, 78.35851058209307)",12.718427237398027,40,21.82484373168242,{'ACN_0': 12.718427237398027},ACN_0,ACN_0,infotainment,False,4.713578124576041,True,ACN_0,1.0572843750847918
