request_idx,time,position_x,position_y,compute_demand,max_latency,action,reward,latency,success,used_cloud
0,0.23463404498842955,76.05714451279329,58.559515344912406,17,25,DCN_14,20.83317119431795,5.83414402841025,True,False
1,0.31943219094573216,4.646688973455957,69.29409166199481,8,45,DCN_14,21.147189893876497,4.264050530617512,True,False
2,2.0712109285248883,66.59541126403374,16.987128854262092,16,25,DCN_14,21.312930333097853,3.4353483345107274,True,False
3,2.5441391397232618,0.5653044175773925,1.8449940033132606,15,45,DCN_14,21.19740928625503,4.012953568724841,True,False
4,2.5680339453551477,77.90044150731673,18.62170723442434,18,45,DCN_14,20.85605924471831,5.719703776408448,True,False
5,2.8090412752403995,78.65847086454306,37.34103145983839,9,45,DCN_14,21.106847375293924,4.465763123530386,True,False
6,3.108413847163636,1.0611968927893223,75.37614045478821,18,35,DCN_6,20.790402178588824,6.04798910705588,True,False
7,3.1164613901605476,18.471506049771918,19.282037282080935,16,45,DCN_14,8.35033371971978,3.2483314014011,True,True
8,4.011926032332494,13.869172280621767,31.284848605859263,6,35,DCN_14,8.465295862990507,2.6735206850474684,True,True
9,4.128486148275303,45.41602622559932,2.5050633964446867,6,35,DCN_14,21.211095159508503,3.944524202457478,True,False
10,4.379873736154672,74.13270926350353,58.18175966851367,19,35,DCN_6,20.984137392026224,5.0793130398688895,True,False
11,4.403014718998088,26.02642646106115,31.094183175158562,6,45,DCN_6,21.310837084641957,3.4458145767902137,True,False
12,4.623628218763024,22.47476077499046,43.41568665265988,13,25,DCN_6,21.295721130477652,3.5213943476117393,True,False
13,4.662366153168678,78.95095492804138,61.77958154373259,16,45,DCN_6,21.038363986583118,4.808180067084418,True,False
14,5.2759141068622,58.32057344327899,61.70162773487566,9,35,DCN_6,20.28434134086168,8.578293295691603,True,False
15,5.337489159164425,69.04827407004748,49.86385014620463,6,25,DCN_6,21.43451703928661,2.827414803566948,True,False
16,5.523733334369602,26.014665762139764,58.36849426704512,12,35,DCN_6,21.451215427540635,2.743922862296818,True,False
17,5.8432664010577575,9.567539675064136,57.0595829778396,5,25,DCN_6,8.4752601401741,2.6236992991294956,True,True
18,6.58021138441844,39.50364770915126,41.818626350559526,19,35,DCN_2,20.39223725962144,8.038813701892806,True,False
19,6.637295102014373,2.51433485493874,50.91283290110243,8,25,DCN_6,21.144802604630257,4.275986976848713,True,False
20,7.827927866937361,19.943378331909997,32.830633842850375,15,25,DCN_6,21.15276745079173,4.236162746041364,True,False
21,7.867980006212449,23.180116233101444,12.897702980320354,6,35,DCN_6,8.448784665716664,2.756076671416677,True,True
22,8.369727101472716,69.71684721501742,64.29376615192916,16,35,DCN_6,8.605356307578338,1.9732184621083106,True,True
23,8.5657634611392,9.767036376053868,28.503827046157994,18,25,DCN_6,8.419964165500435,2.900179172497826,True,True
24,9.087385536781373,0.041630159625265506,28.205508506733523,7,45,DCN_6,21.451215062525815,2.743924687370929,True,False
25,9.46926631195184,38.78639770871865,55.39488263122163,14,45,DCN_2,20.98890053349362,5.055497332531892,True,False
26,9.592705451527188,44.648160161387295,32.30689368464326,18,25,DCN_2,20.522763612195266,7.3861819390236745,True,False
