Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.6209192326735281,0.05563905470322879,57.90001583200315,37.9223487799794,41.71595465156448,52.1584063693634,9.760393635595484
GNN+LSTM(3),0.6259502977338853,0.06417312398343647,58.04962273734656,37.624862305568975,42.05677213418868,54.779319408530256,14.61475375151034
GNN+LSTM(10),0.6254837967321492,0.06300557244709983,58.01946003264112,37.88672199679862,41.97488513274704,53.52403795430649,14.315679957186147
GNN+LSTM(20),0.6203691088776868,0.055344036672236606,57.99870992357619,37.86039807740501,41.98752330267968,56.02795090870203,15.231624771581558
GNN+LSTM(30),0.6273002268716914,0.06743253463702291,57.715447434721995,37.52857409682223,41.679191716766866,53.836545849491834,15.8665873528363
GNN+Trans(3),0.6186294855617316,0.04945547267382248,58.50449379278415,38.1461522102553,42.50966411375154,54.38032472563387,14.000354504180287
GNN+Trans(10),0.6235486098035524,0.0593982744164746,58.200025542618384,37.799160028531844,42.152643506102,53.738266562641826,11.914356857400051
GNN+Trans(20),0.625514834571731,0.06308016804055,57.99974285525737,37.73947193939316,41.982315999958345,53.89694807581207,12.955706841529565
GNN+Trans(30),0.6222796403663557,0.06054478713176025,57.45720075047045,37.84559669602257,41.247077488309955,55.014850201876584,17.488117121364088
Random,0.6505196480446341,0.125213407400845,53.17820025310519,36.3055898595822,36.62418058841308,71.28773868689724,0.017895919242268035
Greedy,0.7835253867304746,0.3771911030480774,45.83602067391705,30.519543451162864,30.460129737396493,75.76786075743843,0.3351676454880836
Lowest Utilization First,0.7023172344310812,0.23453827588202494,47.69133728637806,34.32826553599036,30.820974907702897,77.02279854465924,0.31150646015572475
