Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
GNN,0.7665781574694066,0.39437317716628845,32.73212352210299,28.143342070914883,10.186177025598786,80.65812552274451,13.705841607019165
GNN+LSTM(3),0.7728122835372893,0.405015492471078,32.711395689007965,27.96744297885979,14.480884673550838,80.57728355121145,13.747402447471716
GNN+LSTM(10),0.831609328099746,0.5073676413277775,31.84978866573577,26.542631698671354,14.611766845352571,80.77601469810422,13.634264604017549
GNN+LSTM(20),0.7933156314938813,0.440127339472627,32.42695528085078,27.605825867674856,15.622628101215877,80.48577566422196,13.718540752712999
GNN+LSTM(30),0.7755945509120296,0.41198359522144734,32.48512541800178,27.839705021271527,16.182390436843207,80.73343081930969,13.610020780420227
GNN+Trans(3),0.7662895405218194,0.3948336716890756,32.7379053080346,28.02910527952774,15.099811801676992,81.04067349773679,13.666589702147311
GNN+Trans(10),0.7738051258369891,0.4087645939635442,32.56083998949739,27.902621724835516,15.150638552577412,80.94109015858615,13.637728007388594
GNN+Trans(20),0.7879473562687601,0.43076892260444055,32.59057393218967,27.86724097679714,16.612081675242123,80.12122225552959,13.78665435234357
GNN+Trans(30),0.7710344031401524,0.4010793764122767,32.71773173936194,28.171821444710062,16.740745128480977,80.36284593588621,13.704687139228817
Random,0.7515931655506811,0.34640765187839506,38.580727152494475,28.19690426764348,0.016378500367444045,76.85869143094874,20.362502886169477
Greedy,0.9029323481874856,0.6493260478848369,29.205862383606576,23.27319493911993,0.29068946342935076,83.21251271526444,12.695682290464097
Lowest Utilization First,0.8138420688062803,0.4875484292445046,31.534600665162955,26.434953770847635,0.2745087304750564,83.2947049424423,12.897714153775109
