Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.9627330944790814,0.6787313171624749,16.903770060623007,16.392721328554607,0.5797985962770826,4.679559383028957,3.2682088779491054
GNN+LSTM(3),0.8838549542095804,0.5886728605060384,20.37730214279703,18.425174219485598,7.329387674960029,4.764597582000953,4.6562631348701435
GNN+LSTM(5),0.9863860684100062,0.7263251339948837,15.142930283086924,14.939322377222867,0.06693067097997658,2.315275734273014,4.775773741542159
GNN+LSTM(10),0.9425310033821871,0.6346912852411554,18.26795278057004,17.14802627401355,3.78880266075388,4.524366305805191,6.027168987066942
GNN+LSTM(20),0.955656365182875,0.6488141754353722,16.417424038657302,15.184257266759309,4.783942012824087,3.3183443469167484,6.554999104242721
GNN+LSTM(30),0.9686208350906791,0.6883664506044452,16.478865145393204,15.914220444636852,1.3383105212221762,3.688417200148411,6.87986575896259
GNN+Trans(3),0.9251091267010927,0.6358943008899375,18.91067560076955,17.78014862980258,3.1780314717679725,5.150238434694051,5.483381865432575
GNN+Trans(5),0.9746440524136366,0.7028767734269624,15.858233022481881,15.390437203054658,0.9007752802721848,3.511112547350516,5.547407148300461
GNN+Trans(10),0.958793686583991,0.6918785944899316,16.829205989433177,16.29197324740786,0.6319290465631929,3.863139875607976,5.6871763948855
GNN+Trans(20),0.9376523958037992,0.6573899584704771,18.113007262735994,17.421403121026742,0.8112628937831056,4.381960320417103,6.446657813555821
GNN+Trans(30),0.9535779558554759,0.665350169020113,17.699184953823316,17.04690914857433,1.3576662519010094,4.554043813919697,6.714265217643283
Random,0.8986825329366765,0.6068434496444629,20.067944892990347,18.6186095059545,4.950550215907508,6.672309519057401,0.008876185211934059
Greedy,0.9944019777784092,0.7885369369903986,12.598244159056192,12.484824397963003,0.0,3.0034699239054086,0.1682760343045102
Lowest Utilization First,0.9464635844392032,0.6659709501896945,18.215929968032707,17.696704027059283,0.0,5.918764818975848,0.14435405293679665
