Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
GNN,0.7954209919261822,0.4316648114281164,35.62167658204829,28.246034783420765,10.368443242131358,73.6482231636671,18.333333333333332
GNN+LSTM(3),0.8031833910034603,0.44405061884804636,35.50510909005995,28.17507043867608,14.642071924682583,73.65184096058469,18.201845444059977
GNN+LSTM(10),0.830876585928489,0.4939416609241417,35.05127337174868,27.314933204428193,14.757267834818487,73.89770888043546,18.207612456747405
GNN+LSTM(20),0.7953748558246828,0.42959007438633573,35.62632689175926,28.25660924064781,15.978490275082704,73.6404217106609,18.25374855824683
GNN+LSTM(30),0.7730103806228373,0.3952751234304718,35.84846268786024,29.011997475093015,16.359564842787304,73.62102551148449,18.215686274509803
GNN+Trans(3),0.8214186851211073,0.4783293204140468,35.11782525222749,27.276636888334256,15.213205258876531,74.12023819853715,18.27681660899654
GNN+Trans(10),0.8192733564013841,0.47348133567030043,35.169536460176026,27.60875014721294,15.383218517215468,73.79224504801367,18.181084198385236
GNN+Trans(20),0.7943021914648212,0.4310585599365033,35.44152361364586,28.30154971088286,16.665290743971916,73.82813658674596,18.181084198385236
GNN+Trans(30),0.7500230680507497,0.3524080295053385,36.259625895375954,29.63367453819488,17.441177483660955,73.68803438723575,18.277970011534027
Random,0.7271049596309112,0.29052612067471906,42.252704530083165,29.92283114394957,0.016352899346797112,69.67763830789086,25.055363321799305
Greedy,0.8770242214532872,0.5841255895873108,33.3112102297348,24.814829368295694,0.3198870710573119,75.28521626508105,17.762399077277973
Lowest Utilization First,0.7892156862745098,0.4260118439237304,35.76950570934077,28.285832517587604,0.29433103581200837,75.05676863932543,18.220299884659745
