ACN_0,ACN_1,DCN_0,DCN_1,DCN_10,DCN_11,DCN_12,DCN_13,DCN_14,DCN_15,DCN_16,DCN_17,DCN_2,DCN_3,DCN_4,DCN_5,DCN_6,DCN_7,DCN_8,DCN_9,EC_0,cloud_usage
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.036363636363636376,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.057544604998347126,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08173933332127536,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.11810296968491174,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.17185887006162515,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2082225064252614,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2445861427888978,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.30274436208976696,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3305869791954672,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3669506155591036,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.40331425192273984,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4647041325833824,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5034563293020687,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5372721197499971,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5503325890312454,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5374228542269383,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5645054605580255,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6008690969216619,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.636529001509323,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6677821108633271,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.65038984685025,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.65038984685025,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6140262104866137,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.65038984685025,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6132859874992709,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6128820525158688,0.0,0.11865026356697739,0.0,0.0,0.0,0.0,0.07714325285716461,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
