Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%),rate
GNN,0.9699680511182108,0.6759673835938315,17.17337997416336,16.74621036769895,3.3526337634952754,1.0324637269920716,0.0,0.1
GNN+LSTM(3),0.9849404589021202,0.7267130773662579,15.510978031800576,15.234868152547259,4.743849635643562,1.032462384357871,0.0,0.1
GNN+LSTM(5),0.9424048794655824,0.6413202615429688,19.687300587236198,19.053109234426742,4.7789124773575615,1.0324251265299391,0.0,0.1
GNN+LSTM(10),0.9701713621841417,0.6717118284801322,16.77785444428255,16.454871229300252,5.003026883476805,1.0322836810745801,0.0,0.1
GNN+LSTM(20),0.9742811501597444,0.6538641462364713,16.809769807673458,16.37378331097428,5.592086863593933,1.0320173746009906,0.0,0.1
GNN+LSTM(30),0.9857391809468486,0.7281365459532729,15.467636401905885,15.214264306388344,6.151464876656334,1.031917064856923,0.0,0.1
GNN+Trans(3),0.9608190531513215,0.6777659690285454,17.48922927843393,17.00130254217321,5.46859301975083,1.032462384357871,0.0,0.1
GNN+Trans(5),0.9790880046471101,0.6727789975842399,16.55516933800973,16.23809497999573,5.587768149590582,1.0324251265299391,0.0,0.1
GNN+Trans(10),0.9690967179785072,0.6818214913420813,17.292824799070978,16.876607543500263,5.75074581361738,1.03228368107458,0.0,0.1
GNN+Trans(20),0.9617049085100203,0.6520243876478934,17.664682371359607,17.181215870166238,6.5135081389806935,1.0320173746009904,0.0,0.1
GNN+Trans(30),0.9644060412431019,0.6530395992633758,17.449535952994182,16.985777868423718,7.038628518356337,1.0319170648569225,0.0,0.1
GNN,0.965061295971979,0.685599104759751,16.631895403911194,16.258080571553048,3.3324563983442905,5.206439763923133,0.0,0.5
GNN+LSTM(3),0.9266783420899007,0.6537923067722322,18.635504115226205,18.07062551235119,4.626464015617749,5.206426329277828,0.0,0.5
GNN+LSTM(5),0.9886456509048454,0.7421708975394018,14.392465318945078,14.189502400898936,4.706220013038916,5.206053575924756,0.0,0.5
GNN+LSTM(10),0.9713076474022183,0.6708860887581373,17.0412298479479,16.72277676750311,4.9628827979671835,5.204638499931814,0.0,0.5
GNN+LSTM(20),0.9893461762988909,0.6852579973459649,15.15940251306521,14.971281144262226,5.548657524745782,5.202656719342621,0.0,0.5
GNN+LSTM(30),0.9843257443082312,0.710749133596565,15.561825617406509,15.31619124072697,6.166601654248703,5.2017935812203655,0.0,0.5
GNN+Trans(3),0.9479276123759486,0.6650447453034155,17.9679745549254,17.479709868181747,5.520529678810151,5.206426329277828,0.0,0.5
GNN+Trans(5),0.9806187974314069,0.7115393121271479,15.560548032945487,15.290742063158454,5.695522534381,5.2060535759247575,0.0,0.5
GNN+Trans(10),0.9605078809106831,0.6976657274975168,16.633261741445082,16.17665323642057,5.840841762099569,5.204638499931814,0.0,0.5
GNN+Trans(20),0.950758902510216,0.6685567029619048,17.620928864248935,17.11587162536659,6.545932329125524,5.202656719342621,0.0,0.5
GNN+Trans(30),0.9606830122591944,0.6791760604285593,17.172967495593614,16.76791526517571,7.068517767610567,5.2017935812203655,0.0,0.5
GNN,0.9843160034853325,0.7320946506773849,14.549984362509695,14.348878630165673,3.252884086882552,10.324637269920718,0.0,1.0
GNN+LSTM(3),0.9899796688934069,0.7363990084199019,14.78004533459364,14.614062776730131,4.552037789314042,10.324623843578703,0.0,1.0
GNN+LSTM(5),0.980002904443799,0.7204569012379611,15.269441331102891,14.978464125578025,4.629542268087723,10.324251265299386,0.0,1.0
GNN+LSTM(10),0.993247168167296,0.7450107293766225,14.132908234315162,14.012820549205998,4.891198792154277,10.322836810745791,0.0,1.0
GNN+LSTM(20),0.9885274469939007,0.7384681357224893,14.408418511000828,14.241697334300293,5.439617725226064,10.320586385640746,0.0,1.0
GNN+LSTM(30),0.9879901248910834,0.7335306026876904,14.382002025833668,14.190136850007233,6.014170267192077,10.319007947748407,0.0,1.0
GNN+Trans(3),0.9931164681963404,0.7396126364667511,14.219555236341193,14.100475288603327,5.308510690728419,10.32462384357871,0.0,1.0
GNN+Trans(5),0.9894568690095846,0.7374558823811818,14.443735560543043,14.285174171181808,5.5750353129284695,10.324251265299392,0.0,1.0
GNN+Trans(10),0.9880482137670636,0.7115606438079773,14.903605061088683,14.730600792153451,5.733274669104318,10.322836810745795,0.0,1.0
GNN+Trans(20),0.9400813244263724,0.6867750776534577,17.158783860849688,16.60644529136101,6.4007231014051165,10.320586385640746,0.0,1.0
GNN+Trans(30),0.9671652628521639,0.714614546999686,15.905856699851523,15.535924473381241,6.894516560562537,10.319007947748403,0.0,1.0
GNN,0.9503194888178914,0.7608496323267522,16.4305388366581,16.0611734198038,3.2190655470933116,30.973911809762157,0.0,3.0
GNN+LSTM(3),0.9736566947429567,0.7828907427668529,15.253686874924329,14.97556127043681,4.494915761955942,30.97387153073614,0.0,3.0
GNN+LSTM(5),0.9761254719721173,0.7879647370497054,15.117233872977936,14.816365181721748,4.625535835334807,30.97275379589818,0.0,3.0
GNN+LSTM(10),0.9837351147255301,0.7796302042314472,14.908287703482246,14.714204753807843,4.925489429121546,30.968510432237412,0.0,3.0
GNN+LSTM(20),0.9738600058088877,0.7821093716225266,15.880082845752792,15.567484446772637,5.506218442243786,30.961106553270856,0.0,3.0
GNN+LSTM(30),0.981150159744409,0.7899249924592124,14.774892923874205,14.559280966244291,6.0374621385202625,30.956773115543385,0.0,3.0
GNN+Trans(3),0.9518007551553878,0.7587175640570234,16.483395888058823,16.068373915520898,5.312132856162385,30.97387153073614,0.0,3.0
GNN+Trans(5),0.9786668602962533,0.7745039600556402,15.217728990084925,14.977136389028951,5.469355716838278,30.97275379589818,0.0,3.0
