Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.749833829933532,0.34212892846351745,38.721615689066645,28.262631362138258,0.01322416955386994,76.50030301836426,20.49851019940408
All-Cloud,0.19511803804721523,-0.855532943464042,113.1728868554786,117.18431857265952,0.0014960219383021165,0.0,100.0
All-Local,0.581022232408893,-0.07775044933363172,68.34707892515543,37.910020620156,0.2346952068622632,31.797857923290874,55.17419206967683
Lowest Utilization First,0.8138551455420582,0.48660468448663147,31.63151745408026,26.492634466457346,0.25471387148832414,82.97782142376292,12.987050194820076
GNN,0.7672129268851707,0.3945219167560338,32.78310583297141,28.18465403101099,4.666551367667681,80.36937263397151,13.7646115058446
GNN+LSTM(3),0.7723068989227596,0.403167937825783,32.791798640859824,28.064860583852386,6.9066137533080765,80.34060393963036,13.81675452670181
GNN+LSTM(10),0.8306383222553289,0.5046660988299123,31.965332142332617,26.596500706819768,7.688365881797673,80.4938465738028,13.7531515012606
GNN+LSTM(20),0.7917717167086867,0.43667542414361715,32.5127908820998,27.641231503877748,9.28230431684791,80.30651942623133,13.797845519138207
GNN+LSTM(30),0.775137520055008,0.410246484071242,32.568202113824746,27.910244570900883,10.581225744223829,80.51147524722883,13.689548475819391
GNN+Trans(3),0.7663075865230347,0.39381167394832906,32.8040116249555,28.088751481587504,8.80722630168767,80.80849751826923,13.7393994957598
GNN+Trans(10),0.7732752693101077,0.4070094328053749,32.63188316954458,27.939558472460874,9.507261037334729,80.66551434586282,13.707311482924592
GNN+Trans(20),0.787583085033234,0.42922576862310735,32.64594512576394,27.95533003048796,10.95035702516091,79.8817084853888,13.834517533807015
GNN+Trans(30),0.7698773779509511,0.3982742022173371,32.81988046146356,28.210717217558507,12.000923372041788,80.16357538193482,13.80758652303461
