Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%),Avg Processing Time (ms)
GNN,1.0,0.4750659112225827,5.0703881671471,3.5790544125409114,1996.9318577470992,0.0002641281911992438
GNN+LSTM(3),1.0,0.4741920488738961,5.081114090978246,3.5393084056555217,1999.943819966495,0.00036728885797856006
GNN+LSTM(5),1.0,0.4496812049373493,5.38091222470587,2.4455145184113904,1997.3142250367193,0.00036883794946925783
GNN+LSTM(10),1.0,0.4772485114852658,5.081700925952677,2.9162791838925175,1998.1079496131945,0.00036640675034287676
Random,1.0,0.36339947850734317,6.071774758002723,5.884609138479193,2000.6812413382168,9.39251631802689e-07
