Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.788755884106554,0.6628698256657208,22.503659873517677,18.295448518914927,23.2339742390025,45.407026537972754,3.3066505818436
GNN+LSTM(3),0.7838702794964796,0.653272983809677,22.74610796658975,18.452588266205424,23.763859504166717,48.180991277564225,4.573671287797973
GNN+LSTM(10),0.7879869015016373,0.6659628224526897,22.524648695989693,18.340989087933657,23.057483939416723,49.72795775994604,4.977782541449359
GNN+LSTM(20),0.7952246495684899,0.6816901480386213,22.246931798299432,18.260798245650108,21.77326542483961,53.26949314647461,6.348076676657268
GNN+LSTM(30),0.7886911485395383,0.6600493605377818,22.502439395720877,18.20057822358018,23.618935543370306,48.58600999254653,7.48578765381419
GNN+Trans(3),0.7959353572877839,0.6615658491689145,22.29353035292497,17.970899632390044,23.8373039221823,48.78473095507999,6.470731250116627
GNN+Trans(10),0.789176151352981,0.6614387275239283,22.576189056849966,18.345602646931166,23.439262173880355,48.98125336281334,6.535873673367968
GNN+Trans(20),0.7790760607344692,0.6487251641464706,22.968029020461735,18.68248004041001,24.00302993525815,49.388953663644685,6.416299577996566
GNN+Trans(30),0.7779311729712091,0.6515798256947919,23.05589539711368,18.784732804658216,24.076716993414955,53.70788456810385,6.97441965248791
Random,0.7999140133237607,0.6803647062937456,22.36024874468057,18.338133371101843,22.804490115417284,67.71319962766958,0.008360617836984182
Greedy,0.8660021917671227,0.764193908382075,18.983055768458144,15.717460569182318,15.958751231353055,70.39777143865987,0.15228034137043894
Lowest Utilization First,0.8409885453083267,0.7455249140301939,20.847565952850154,17.709285410827064,16.16075547926131,72.63762407510642,0.14748125935789608
