Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
Random,0.7312912776132999,0.2631572911216676,41.92717932314421,29.822459797331966,0.008613980188371922,70.03780159276165,24.661808244135734
All-Cloud,0.19874743794124344,-0.8493930778535931,112.60942516431142,116.50427567640948,0.0010113595585919707,0.0,100.0
All-Local,0.5565930312001822,-0.1234238239103548,71.17467226064483,40.105812057004165,0.14135113231578142,28.08785442146022,58.56524709633341
Lowest Utilization First,0.7934183557276246,0.36581893016196676,35.332119196564015,28.193983669163377,0.15394013825540145,75.32731161961522,17.6907310407652
GNN,0.913026645411068,0.6066731257999258,36.778606856474916,34.39585014740765,3.8652478576222307,58.225129764083796,19.817809155089957
GNN+LSTM(3),0.9322933272603051,0.6355472534572906,32.63872404018031,30.55061803492084,5.377745774959111,69.68882537630768,16.09200637667957
GNN+LSTM(5),0.9145752675928035,0.5855622761197414,32.44983128549317,28.838239657406472,5.5588690573792885,72.53355577927763,15.816442723753132
GNN+LSTM(10),0.9315190161694374,0.6288882615686439,32.95250810541312,30.750123459687057,5.763825580759381,69.38503904491407,16.542928717831927
GNN+LSTM(20),0.9281940332498292,0.6197392787895378,32.5352095844103,30.342719692275143,6.318246544534105,70.54876653502049,16.0054657253473
GNN+LSTM(30),0.9373035754953314,0.6442635779160262,33.24569242175185,31.41488948080979,6.983372628132266,68.87986206525865,16.47688453655204
GNN+Trans(3),0.9348439990890458,0.6266487703124898,33.13282692907701,30.468641765372574,6.158219467559237,69.66078741285135,16.574812115691188
GNN+Trans(5),0.9467319517194261,0.6586724072877236,32.66207053642342,30.788041254095397,6.288172562880876,69.3131843558494,16.315190161694375
GNN+Trans(10),0.9440901844682305,0.6492773574946377,32.40763254844905,30.070342226431887,6.470751404029257,70.70477105369632,15.754953313595992
GNN+Trans(20),0.9304714188112048,0.6125266867389513,32.31262728065696,29.04195878640311,7.113077667139028,72.34248055638743,15.77089501252562
GNN+Trans(30),0.9306991573673423,0.6203905139126638,32.8392247608663,29.662854458621663,7.789256919681876,70.33782545403244,16.474607150990664
