Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Cloud Usage (%),Resource Utilization (%),Processing Time (ms)
GNN,0.9081508260120223,0.553967765901511,22.173275271984487,19.50163414303353,5.456667639334696,11.152983870384324,4.789061151230713
GNN+LSTM(3),0.8875244956366046,0.5176474669381277,22.62925391499731,20.6348251928484,4.467992898184004,10.1219147291686,6.708017167976916
GNN+LSTM(10),0.9047384771088401,0.550576625077772,22.26811421930018,19.542022138114323,5.553309822834921,10.08455933492208,7.100121696217895
GNN+LSTM(20),0.8964004247945895,0.5306379067134825,23.581525096556774,20.24830436573778,6.821961088631451,12.804077263472816,6.460334065153292
GNN+LSTM(30),0.905106101728284,0.5503775011814369,22.375530146244124,19.55379974614123,5.879153825772894,13.285471609231175,8.878373928176194
GNN+Trans(3),0.9004102578562265,0.5356871104820345,23.480072822787168,20.110221035424505,6.804043002334652,13.307835145159014,11.879311162401423
GNN+Trans(10),0.8943084859644931,0.5268041652070041,23.82945090734911,20.490826211646016,7.001575110466818,12.703014547226953,14.853709788337138
GNN+Trans(20),0.9006204236767089,0.5385350510304828,22.810923987580736,20.046627745210056,5.872734327365445,15.10259109587645,14.89197832868961
GNN+Trans(30),0.9050920392063112,0.5510093005853395,22.23390918672922,19.492867853103977,5.636513226701622,11.771796373691783,15.656023180710354
Random,0.8271388989952703,0.396577065896011,26.576410635993703,22.282218117825625,6.795537176320391,22.736646274610194,0.012233911652816582
Greedy,0.9771942335388789,0.7123601973672269,14.467407349372762,14.399657115685654,0.0,16.980654555594878,0.24874042049363368
Lowest Utilization First,0.8748409469077282,0.4942444911450518,20.00912264453241,20.16249620107743,0.0,27.72959955918176,0.26273654354460496
