request_idx,reward,latency_all,latency_success,processing_time,success
30,0.5579402439942582,20.71256150678455,20.586548900578922,0.008907103538513183,0.85
31,0.48127138776524603,19.532232226984547,20.0956658863598,0.00933140516281128,0.8
32,0.5187512469662028,21.267099600983265,21.146102498111862,0.009096288681030273,0.85
33,0.7761044830264784,20.572289814538316,20.572289814538316,0.008870625495910644,1.0
34,0.6977620330091885,20.371305583574248,20.34416623853947,0.009077966213226318,0.95
35,0.48477482880094797,21.83590369074561,23.147747320791865,0.009217929840087891,0.8
36,0.5549800450405994,18.587538585904074,18.92162656140127,0.008840072154998779,0.85
37,0.6294767211437792,19.567814686193323,19.865549261706356,0.009552323818206787,0.9
38,0.7076707504003725,21.326814722834072,21.461498024760655,0.009059762954711914,0.95
39,0.7253852057088612,19.56324352724745,19.58013090404241,0.00884871482849121,0.95
40,0.5414376446934428,19.352421154879455,19.763858362112014,0.0093070387840271,0.85
41,0.6941034708190394,22.729182471051235,22.89176199518555,0.009108054637908935,0.95
42,0.7037399703563131,22.05332736421035,21.61246147392932,0.009323191642761231,0.95
43,0.4361196628208054,21.94263898052221,23.3300076314344,0.009331083297729493,0.8
44,0.60355808499573,21.85488261162224,22.752973212266674,0.009157133102416993,0.9
45,0.5450810203642761,23.57838623823524,23.85497192263157,0.00930023193359375,0.85
46,0.5526807881134387,18.026964368448017,18.645856982564325,0.009128212928771973,0.85
47,0.4346411761225649,18.205575690668987,18.116234425216852,0.00930647850036621,0.8
48,0.46794506544755315,19.70538281983188,20.174724267397462,0.009272134304046631,0.8
49,0.5466749125272579,19.968332627294302,19.896093357438218,0.009157109260559081,0.85
50,0.5909084185536202,21.869203203433106,21.92641519537136,0.009033119678497315,0.9
51,0.6524959274110697,21.011136035736648,20.47549202400506,0.009363603591918946,0.9
52,0.5803767611131712,21.24219115789871,19.772776665842116,0.009048986434936523,0.9
53,0.5975229397950801,20.780799790529507,19.979980478215598,0.009516119956970215,0.9
54,0.5248973284711677,18.915929836026912,17.399633457054797,0.009418272972106933,0.85
55,0.6296003643335188,18.521306057468628,18.4973648460455,0.00928138494491577,0.9
56,0.7192730862317178,17.72819969106919,17.057133941700556,0.009420061111450195,0.95
57,0.27389736919772456,22.6723752699144,18.40791660715348,0.009235048294067382,0.7
58,0.49946026457779125,23.042661910822435,18.083511632181743,0.00913393497467041,0.85
59,0.49032791106532264,19.358060393628882,19.11488167525749,0.008986341953277587,0.85
60,0.3455846643969787,25.158812370781476,21.59894686245691,0.009371089935302734,0.75
61,0.516551265608438,27.70258570094082,29.46762812970011,0.00898728370666504,0.85
62,0.5133728731853655,26.141034184043143,20.896342249940318,0.009517383575439454,0.85
63,0.5445784501389563,36.74527649768335,27.586229450856926,0.009098267555236817,0.9
64,0.15699918503051105,38.02742950151097,20.28435182602079,0.009395337104797364,0.65
65,0.5675516860080327,35.23809581665483,31.944587382895026,0.009381306171417237,0.9
66,0.21238605431568872,43.631367179801956,25.311302092424448,0.009024369716644286,0.7
67,0.3054444023757116,40.64296586466331,36.131435756317046,0.009132516384124757,0.75
68,0.19895337908199562,41.70177520775216,23.831410719765554,0.009104514122009277,0.7
69,0.40545821119541897,42.68193979364021,31.356387975319446,0.009262359142303467,0.8
70,0.27397067926799495,51.353625371225085,36.49034360468057,0.009296226501464843,0.75
71,-0.20374998913370052,62.52446739292027,59.77112694046158,0.009308362007141113,0.5
72,0.1044926434715776,48.66634790586615,27.70496091602142,0.009302937984466552,0.65
73,0.0250091018946898,45.20968024947522,31.538285478184196,0.009172189235687255,0.6
74,-0.19443548308364803,70.12051137293679,46.79145246200204,0.00919501781463623,0.5
75,-0.1550573138325587,54.09629790448223,16.352191334460546,0.00928792953491211,0.5
76,-0.11635027385292998,65.83967169782368,45.406255476018444,0.009181010723114013,0.55
77,0.12370746622904219,66.03346861527662,52.46908678896808,0.009356927871704102,0.7
78,0.08122154580765162,59.64177533410765,37.750976949999604,0.009600281715393066,0.65
79,-0.193019194762799,65.31006012165484,58.130499325284504,0.009083473682403564,0.5
80,-0.14025288274879655,75.39470422779192,59.049833287460686,0.009396636486053466,0.55
81,-0.2745299010842988,65.16223105537314,26.07178538293357,0.009345495700836181,0.45
82,0.2434200990634124,50.043857319141765,35.26946073471245,0.008810782432556152,0.75
83,-0.04342200344670399,70.87751866521816,57.713997528461874,0.009356081485748291,0.6
84,0.2016926303808823,50.2717006542901,23.870185221499664,0.009589934349060058,0.7
85,-0.16170332444412977,75.80886470639943,53.568817635498654,0.009387016296386719,0.55
86,-0.05262253070222265,75.59790355340013,58.48030344606318,0.00907505750656128,0.6
87,0.14008244696144784,64.09268576193102,41.97637749629845,0.009370362758636475,0.7
88,0.402941122284891,56.48256698817679,52.227410051827064,0.0098990797996521,0.85
89,0.2134416051947614,65.20439503585013,48.98410021710694,0.009241735935211182,0.75
90,0.09581741383087199,56.33522992958724,48.27410102828154,0.00909518003463745,0.65
91,0.14344154553806981,66.84337398512577,52.51958260874164,0.009510326385498046,0.7
92,-0.27132407675611026,69.54570665016067,60.17883514123951,0.009109807014465333,0.45
93,-0.15924088361191532,53.706587740872976,22.179000906627735,0.009171032905578613,0.5
94,-0.08631382603743416,63.99815693152588,50.9620785525113,0.0091810941696167,0.55
95,-0.014177356373956613,63.647571533589186,39.60545979021311,0.009170711040496826,0.6
96,0.036689890282166356,71.1813941451357,62.608928264923975,0.009216749668121338,0.65
97,0.08853209700534373,55.78688189003293,32.47500738280807,0.00930945873260498,0.65
98,-0.2794233559454201,65.17826207042187,38.19498522805883,0.009253895282745362,0.45
99,0.22485615367160877,46.3459784783624,24.88523418504493,0.009327435493469238,0.7
100,0.08126335514477416,57.7790744453725,41.46502723645573,0.009079718589782714,0.65
101,-0.340898703109107,79.67867193284621,60.06056192868565,0.00901278257369995,0.45
102,0.030302288630874873,49.835450202672156,31.55656513928771,0.009284114837646485,0.6
103,-0.15694915692451988,49.04033612158851,13.768169560677674,0.009168696403503419,0.5
104,0.038625595976885314,63.38921436688692,44.73163478412464,0.00900179147720337,0.65
105,0.32533504308570504,39.293269018971635,34.441936990834186,0.009230661392211913,0.75
106,0.029098160242417015,51.328010653603585,32.79497274892562,0.00911959409713745,0.6
107,0.18155683261678104,80.92077700126107,76.8616397722117,0.009512114524841308,0.75
108,-0.06038134837482136,55.979714056466705,27.003175271004356,0.009204387664794922,0.55
109,0.09611788521849349,45.58316439348748,16.951969910679615,0.009237706661224365,0.65
110,0.13697346133913219,46.100485176700005,32.74347705414687,0.009149491786956787,0.65
111,0.31394272822784597,36.704867652953475,23.5746927371897,0.008999311923980713,0.75
