Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
GNN,0.7289359391965256,0.2755246118637167,47.07517811696181,34.01114684700003,9.23024374809638,84.45011848633615,30.58089033659066
GNN+LSTM(3),0.7514115092290988,0.31509047491056524,46.83301663686774,33.13200678744263,13.219598758233616,84.4065881321377,30.653637350705754
GNN+LSTM(10),0.7541910966340933,0.319771019506687,46.812708144022054,33.25007269904435,12.946165338012994,84.0951103711736,30.58089033659066
GNN+LSTM(20),0.7234744842562432,0.26973216252211096,47.07858760726075,34.270286756863534,13.816788261281033,84.60957017279019,30.586319218241044
GNN+LSTM(30),0.7527904451682953,0.31651889184875504,46.91337733139225,33.11484609943167,14.027803583590396,84.55561445815627,30.675352877307276
GNN+Trans(3),0.7523018458197611,0.3158942386838532,46.854598454263346,33.209936924492965,13.08362625320882,84.3408132972842,30.681867535287733
GNN+Trans(10),0.755613463626493,0.3213961485773884,46.784466866774245,33.1402446030923,12.927522353836043,84.17379442749787,30.574375678610206
GNN+Trans(20),0.7539956568946797,0.32020050061744265,46.78014161121931,33.17646179592347,13.783243139973164,84.13215568159758,30.602605863192185
GNN+Trans(30),0.7092833876221498,0.24253309486944954,47.376337888373236,35.00465122637839,13.850508686256202,84.12672505358557,30.591748099891426
Random,0.651042345276873,0.12628096650183915,53.084062291523566,36.413944210316245,0.010451364465438064,80.93448775107127,36.65255157437568
Greedy,0.7844408251900109,0.3761821154733977,46.05821184219121,30.851170550218733,0.21177891670169063,86.017248371435,30.863192182410426
Lowest Utilization First,0.702529858849077,0.23314597273034385,47.882481664332786,34.75983234090431,0.2048666262341892,85.31216424781428,31.188925081433226
