Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%),rate
Random,0.8314830690098586,0.4085164832102994,26.184390384724548,21.883029706558087,0.015552298718477115,20.168316457505217,6.91598799828547,1
All-Cloud,0.19537791113016145,-0.8558662823051344,113.55075731221577,117.69695308444872,0.0016874033206700427,0.0,100.0,1
All-Local,0.8094156308044006,0.3723116296629497,38.292863327360784,22.52274953198366,0.2545547989508581,14.496726188020629,24.742106015145023,1
Lowest Utilization First,0.8808686955279326,0.5105505706334373,19.62639436224537,19.821611630818424,0.2791495847095675,22.0069333203666,0.0,1
GNN,0.9601228746963852,0.6598891506568237,16.28919615987866,16.301038854464704,4.846386673416746,22.0069333203666,0.0,1
GNN+LSTM(3),0.9686740962994713,0.6702748336118862,16.38944429539749,16.38988701270629,7.0029907029668745,22.006769630014546,0.0,1
GNN+LSTM(10),0.9641020145735105,0.6703976478229494,16.036812219626707,16.04515603522467,7.879383454307146,22.00442176444758,0.0,1
GNN+LSTM(20),0.9669238462637519,0.673793602841663,16.06373311157701,16.053957946426483,9.053178815641374,22.00167512659073,0.0,1
GNN+LSTM(30),0.9236319474210601,0.6083680990053139,16.66075437852312,16.68435594997861,10.044765283353227,21.999539281377277,0.0,1
GNN+Trans(3),0.9291613087583941,0.6102210523745161,16.777957139170777,16.873012817016487,8.071475073957055,22.006769630014546,0.0,1
GNN+Trans(10),0.9514144877839691,0.6477767909306876,16.415337116748834,16.43294628160821,8.946991176294555,22.004421764447585,0.0,1
GNN+Trans(20),0.9699671381625946,0.6779069509535943,15.962639019019816,15.964966568946483,10.527502412301402,22.00167512659072,0.0,1
GNN+Trans(30),0.9591084440634376,0.6592809866443002,16.40941604892805,16.43820815982185,11.610716202375224,21.999539281377285,0.0,1
Random,0.7278535698044566,0.2905295834656102,42.2990238228028,29.884485767239788,0.013803344740006749,68.87839277924942,25.07844474761255,5
All-Cloud,0.19470782173715326,-0.8558642720046212,112.59438728684243,116.43272387601628,0.0015404778428921215,0.0,100.0,5
All-Local,0.5552239654388358,-0.132994819108878,71.1192849676064,39.72088500607127,0.2460296002774414,27.816554415238098,58.524897680763985,5
Lowest Utilization First,0.7884095043201456,0.424747590894873,35.750469540739296,28.05659932090877,0.2634471982866593,74.53672344526244,18.16393815370623,5
GNN,0.7944974988631196,0.4303481209249097,35.48583874014353,28.11188787298087,4.799873941917212,73.11974761386243,18.15825375170532,5
GNN+LSTM(3),0.8009777171441564,0.4401026268163319,35.439136667382044,27.919690136587622,7.172769542551409,73.11424790969924,18.1031150522965,5
GNN+LSTM(10),0.8283879035925421,0.4890201354237782,35.0526344229491,27.058886012116783,7.961729074023213,73.34791804508897,18.179286039108685,5
GNN+LSTM(20),0.7961971350613916,0.4312747756574938,35.491081682298535,28.060478916079656,9.31564724922397,73.1793081989909,18.095725329695316,5
GNN+LSTM(30),0.7727148703956344,0.3941694450114966,35.8044610439408,28.84813800374873,10.543827886687673,73.15675497667968,18.1406321055025,5
GNN+Trans(3),0.8205036380172805,0.47696348423033974,35.03623250717655,27.002834502673238,8.637457061431906,73.62831883674181,18.171896316507503,5
GNN+Trans(10),0.816831514324693,0.4692320868776484,35.15421764305816,27.39714085475391,9.523744692093354,73.28776394677303,18.14574806730332,5
GNN+Trans(20),0.7918087767166894,0.4267814846943551,35.424837927629405,28.00730945136525,10.762385391766182,73.21372737825322,18.143474306502956,5
GNN+Trans(30),0.7477262391996362,0.34816693222883743,36.23195632167255,29.46155848360181,12.12429157735652,73.01166842370522,18.21907685311505,5
Random,0.6479890604890605,0.12256757353040862,53.28970725790364,36.16347450454316,0.01393674858032711,80.18952780945101,36.90958815958816,8
All-Cloud,0.1947018447018447,-0.8556042437107289,112.47039703980923,116.23104765773095,0.0015318559914993554,0.0,100.0,8
All-Local,0.49791934791934794,-0.24713779471762087,78.05169262110479,45.2655483259496,0.24864303226994633,32.04408529481217,65.58129558129558,8
Lowest Utilization First,0.701994851994852,0.23559460485016875,47.86801839809551,34.55242462696291,0.26335693617738504,84.56283768461826,31.186722436722437,8
GNN,0.7277187902187903,0.27736979388297256,47.02310737380459,33.75322515479204,4.809331314750927,83.63099614726457,30.557700557700556,8
GNN+LSTM(3),0.7509223509223509,0.3181914879887059,46.76556436678195,32.90073417287809,6.892869142389563,83.53720006313058,30.615079365079367,8
GNN+LSTM(10),0.753490990990991,0.3222003637724736,46.79070095881081,33.03117750700236,7.629534203266699,83.34286806311445,30.586121836121837,8
GNN+LSTM(20),0.7219701844701845,0.27027745685323185,47.142837539242755,34.036367959478156,9.04898897535757,83.81429776073382,30.679429429429426,8
GNN+LSTM(30),0.7521610896610896,0.3196660761077381,46.82593156974835,32.992127484773015,10.301658452349841,83.71343574021675,30.595774345774345,8
GNN+Trans(3),0.7529654654654655,0.3210832072924226,46.745616629310284,33.023463441221274,8.471342523637016,83.64464794395894,30.603281853281857,8
GNN+Trans(10),0.7526866151866152,0.3202391583135195,46.83717008053763,33.032747309012755,9.208219229586899,83.41938378439849,30.631166881166884,8
GNN+Trans(20),0.7534051909051909,0.32249008227125187,46.76670517211426,32.93314645228146,10.751739140489695,83.38424333481301,30.612934362934364,8
GNN+Trans(30),0.7066977691977692,0.24202801914691546,47.38351815637951,34.72118580309092,11.933518981330133,83.44948553544282,30.625268125268125,8
