request_idx,reward,latency,processing_time,success
0,0.8253366673976885,5.378453594834452,0.0035534143447875977,1.0
1,0.9528715633931497,5.123716891035115,0.0028183698654174806,1.0
2,1.2509767346010616,4.525951379060018,0.0027445316314697265,1.0
3,1.0071445723955241,5.014124217812754,0.0027238130569458008,1.0
4,1.1250499533687985,4.779552350891401,0.002736687660217285,1.0
5,1.2596733809317109,4.509258545037936,0.0027064085006713867,1.0
6,1.2704780618629876,4.487753006461435,0.0027114391326904298,1.0
7,1.3046158203036244,4.419465154996663,0.002707242965698242,1.0
8,1.4539574943329165,4.121016322641947,0.0027112483978271483,1.0
9,1.483939264805071,4.060272110051378,0.0027333498001098633,1.0
10,1.5500876229580978,3.9277856019397213,0.0027182340621948243,1.0
11,1.108397689477021,4.81134365896393,0.002719473838806152,1.0
12,1.0948677431922067,4.838743923405725,0.0027008771896362303,1.0
13,1.112119734688057,4.804477093046879,0.0027199506759643553,1.0
14,0.8716739770797522,5.291493532827195,0.002465987205505371,1.0
15,0.9976791445043718,5.03957425239715,0.0027309417724609374,1.0
16,1.3450708101947288,4.34456326919623,0.0027414798736572266,1.0
17,0.9961883529690368,5.04242504344344,0.002715611457824707,1.0
18,1.0160943269176663,5.008566719334035,0.0024425268173217775,1.0
19,1.146242067216596,4.748450877580071,0.0027135372161865234,1.0
20,1.1395574055564166,4.76173172088431,0.002718949317932129,1.0
21,1.6610053619279228,3.7199668993928747,0.0024581670761108397,1.0
22,1.3258838676427975,4.390215175799859,0.0027221202850341796,1.0
23,1.5418960106154718,3.9581774121322426,0.002726626396179199,1.0
24,1.4818429052080644,4.0828671108951635,0.0024621248245239257,1.0
25,1.6015752786263886,3.843255107420746,0.002753925323486328,1.0
26,1.5243270147423948,3.9976741367842097,0.002737545967102051,1.0
27,1.1594998001893284,4.727382360445268,0.002756619453430176,1.0
28,1.2931365737412215,4.460119496445065,0.002722620964050293,1.0
29,0.9815756762479607,5.08341640358432,0.0027095794677734373,1.0
30,0.7963879081247244,5.453643622518614,0.002709650993347168,1.0
31,1.039472624917419,4.967490141854787,0.00270383358001709,1.0
32,1.0544615906853667,4.937549855997625,0.002705240249633789,1.0
33,1.0783818763816733,4.889793219648782,0.0026877880096435546,1.0
34,1.0628392205496526,4.920804124907786,0.002699542045593262,1.0
35,1.0741247719036662,4.89818703758205,0.002712512016296387,1.0
36,1.0728768880478494,4.900640879432592,0.002694845199584961,1.0
37,1.532219376536006,3.9818833956794046,0.002727699279785156,1.0
38,0.8899963436339682,5.266409183357756,0.0027135372161865234,1.0
39,0.9688674602756542,5.123320887502836,0.0024480104446411135,1.0
