Model,Success Rate,Avg Reward per Request,Avg Latency (ms),Cloud Usage (%),Resource Utilization (%)
GNN,1.0,20.036677022770466,5.0337673457878065,7.338296079031463,1997.0300363152598
GNN+LSTM,1.0,20.91470755391589,4.8833133624722835,0.8159978739187087,1999.3318495570393
Random,1.0,20.150153690704663,5.691675495831469,5.4945363114386465,1992.4521513508448
